#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pcitr_chr4:35798451-35801558   -           1036 7941at71240          -            811         0 1134.3  23.7   1   2  4.5e-155  8.5e-154  512.8  13.5    17   421   122   567   112   581 0.91 -
Pcitr_chr4:35798451-35801558   -           1036 7941at71240          -            811         0 1134.3  23.7   2   2  1.4e-189  2.6e-188  627.0   1.7   417   811   615  1027   598  1027 0.96 -
Pcitr_chr9:29944949-29943240   -            570 7941at71240          -            811   6.8e-98  327.9   2.1   2   6   4.9e-16   9.1e-15   52.9   0.0   703   786   131   214   129   214 0.97 -
Pcitr_chr9:29944949-29943240   -            570 7941at71240          -            811   6.8e-98  327.9   2.1   3   6   3.4e-11   6.4e-10   36.9   0.0   704   777   202   275   201   277 0.96 -
Pcitr_chr9:29944949-29943240   -            570 7941at71240          -            811   6.8e-98  327.9   2.1   4   6   2.7e-17   5.1e-16   57.1   0.0   703   808   271   376   269   378 0.94 -
Pcitr_chr9:29944949-29943240   -            570 7941at71240          -            811   6.8e-98  327.9   2.1   5   6   1.6e-26   3.1e-25   87.6   0.1   649   799   319   472   315   474 0.96 -
Pcitr_chr9:29944949-29943240   -            570 7941at71240          -            811   6.8e-98  327.9   2.1   6   6   7.5e-19   1.4e-17   62.2   0.0   703   804   446   547   444   555 0.95 -
Pcitr_chr9:31329188-31327578   -            537 7941at71240          -            811   1.9e-97  326.4   5.8   1   7    0.0015     0.027   11.6   0.0   116   173    22    79     6    82 0.59 -
Pcitr_chr9:31329188-31327578   -            537 7941at71240          -            811   1.9e-97  326.4   5.8   2   7   3.6e-15   6.9e-14   50.0   0.1   660   778    30   152    22   153 0.85 -
Pcitr_chr9:31329188-31327578   -            537 7941at71240          -            811   1.9e-97  326.4   5.8   3   7   2.2e-21   4.1e-20   70.6   0.0   702   779   146   223   145   224 0.97 -
Pcitr_chr9:31329188-31327578   -            537 7941at71240          -            811   1.9e-97  326.4   5.8   4   7   2.1e-12   3.9e-11   40.9   0.0   703   776   217   291   216   291 0.92 -
Pcitr_chr9:31329188-31327578   -            537 7941at71240          -            811   1.9e-97  326.4   5.8   5   7   9.9e-19   1.9e-17   61.8   0.0   703   778   288   363   285   364 0.96 -
Pcitr_chr9:31329188-31327578   -            537 7941at71240          -            811   1.9e-97  326.4   5.8   6   7   1.6e-21   2.9e-20   71.1   0.0   701   804   356   459   353   463 0.96 -
Pcitr_chr9:31329188-31327578   -            537 7941at71240          -            811   1.9e-97  326.4   5.8   7   7   3.5e-20   6.6e-19   66.6   0.0   704   807   429   532   428   536 0.96 -
Pcitr_chr9:30757697-30759247   -            517 7941at71240          -            811   2.2e-96  322.8   1.8   1   5   1.4e-23   2.7e-22   77.8   0.2   647   775     4   135     2   137 0.95 -
Pcitr_chr9:30757697-30759247   -            517 7941at71240          -            811   2.2e-96  322.8   1.8   2   5     2e-21   3.8e-20   70.7   0.0   703   802   133   232   132   235 0.96 -
Pcitr_chr9:30757697-30759247   -            517 7941at71240          -            811   2.2e-96  322.8   1.8   3   5   5.9e-21   1.1e-19   69.2   0.0   649   776   216   346   213   350 0.96 -
Pcitr_chr9:30757697-30759247   -            517 7941at71240          -            811   2.2e-96  322.8   1.8   4   5   4.1e-17   7.7e-16   56.5   0.0   674   781   311   421   310   423 0.92 -
Pcitr_chr9:30757697-30759247   -            517 7941at71240          -            811   2.2e-96  322.8   1.8   5   5   1.2e-22   2.3e-21   74.8   0.1   672   801   379   511   378   517 0.94 -
Pcitr_chr3:1307906-1309618     -            571 7941at71240          -            811     4e-96  322.0   4.4   1   6   4.2e-13   7.8e-12   43.2   0.4    79   778    20   118     4   122 0.54 -
Pcitr_chr3:1307906-1309618     -            571 7941at71240          -            811     4e-96  322.0   4.4   2   6   3.2e-16     6e-15   53.5   0.0   703   783   113   193   111   194 0.97 -
Pcitr_chr3:1307906-1309618     -            571 7941at71240          -            811     4e-96  322.0   4.4   3   6   2.7e-18     5e-17   60.4   0.0   703   808   183   288   181   290 0.95 -
Pcitr_chr3:1307906-1309618     -            571 7941at71240          -            811     4e-96  322.0   4.4   4   6   7.5e-19   1.4e-17   62.2   0.0   701   783   286   368   282   369 0.96 -
Pcitr_chr3:1307906-1309618     -            571 7941at71240          -            811     4e-96  322.0   4.4   5   6   1.4e-27   2.7e-26   91.0   0.0   649   795   371   520   369   520 0.96 -
Pcitr_chr3:1307906-1309618     -            571 7941at71240          -            811     4e-96  322.0   4.4   6   6     3e-08   5.7e-07   27.1   0.0   748   804   508   564   506   571 0.66 -
Pcitr_chr10:30922900-30925389  -            830 7941at71240          -            811   4.1e-96  322.0   4.4   1   7   0.00097     0.018   12.2   0.0   718   785     1    68     1    74 0.95 -
Pcitr_chr10:30922900-30925389  -            830 7941at71240          -            811   4.1e-96  322.0   4.4   2   7   8.4e-19   1.6e-17   62.0   0.0   619   778    72   231    67   233 0.91 -
Pcitr_chr10:30922900-30925389  -            830 7941at71240          -            811   4.1e-96  322.0   4.4   3   7   4.1e-17   7.7e-16   56.5   0.0   707   802   251   346   233   354 0.91 -
Pcitr_chr10:30922900-30925389  -            830 7941at71240          -            811   4.1e-96  322.0   4.4   4   7   2.5e-14   4.7e-13   47.3   0.1   686   799   332   448   332   449 0.83 -
Pcitr_chr10:30922900-30925389  -            830 7941at71240          -            811   4.1e-96  322.0   4.4   5   7   3.3e-14   6.2e-13   46.9   0.0   702   781   421   500   419   504 0.96 -
Pcitr_chr10:30922900-30925389  -            830 7941at71240          -            811   4.1e-96  322.0   4.4   6   7   1.8e-22   3.5e-21   74.2   0.0   618   790   507   683   502   702 0.91 -
Pcitr_chr10:30922900-30925389  -            830 7941at71240          -            811   4.1e-96  322.0   4.4   7   7   4.4e-13   8.3e-12   43.1   0.0   678   789   709   823   683   829 0.87 -
Pcitr_chr7:35547952-35598300   -            653 7941at71240          -            811   1.1e-95  320.5   4.4   1   7     0.054         1    6.5   0.0   134   174     1    41     1    43 0.87 -
Pcitr_chr7:35547952-35598300   -            653 7941at71240          -            811   1.1e-95  320.5   4.4   2   7   1.2e-17   2.3e-16   58.2   0.1   706   794    41   130    39   133 0.95 -
Pcitr_chr7:35547952-35598300   -            653 7941at71240          -            811   1.1e-95  320.5   4.4   3   7   2.8e-14   5.3e-13   47.1   0.1   697   790   138   231   133   231 0.97 -
Pcitr_chr7:35547952-35598300   -            653 7941at71240          -            811   1.1e-95  320.5   4.4   4   7   1.1e-16     2e-15   55.1   0.1   706   808   217   319   216   322 0.96 -
Pcitr_chr7:35547952-35598300   -            653 7941at71240          -            811   1.1e-95  320.5   4.4   5   7   8.7e-09   1.6e-07   28.9   0.0   708   781   324   397   318   404 0.94 -
Pcitr_chr7:35547952-35598300   -            653 7941at71240          -            811   1.1e-95  320.5   4.4   6   7   1.9e-29   3.6e-28   97.3   0.2   652   808   403   563   398   566 0.94 -
Pcitr_chr7:35547952-35598300   -            653 7941at71240          -            811   1.1e-95  320.5   4.4   7   7   1.4e-09   2.6e-08   31.6   0.0   708   782   568   642   563   651 0.90 -
Pcitr_chr3:32480646-32482361   -            572 7941at71240          -            811   1.6e-95  320.0  12.4   1   5   5.8e-37   1.1e-35  122.1   0.1   578   788     2   218     1   218 0.95 -
Pcitr_chr3:32480646-32482361   -            572 7941at71240          -            811   1.6e-95  320.0  12.4   2   5   2.1e-24     4e-23   80.6   0.2   673   804   205   339   204   344 0.94 -
Pcitr_chr3:32480646-32482361   -            572 7941at71240          -            811   1.6e-95  320.0  12.4   3   5   1.3e-16   2.4e-15   54.8   0.1   701   776   341   416   337   420 0.97 -
Pcitr_chr3:32480646-32482361   -            572 7941at71240          -            811   1.6e-95  320.0  12.4   4   5   9.1e-14   1.7e-12   45.4   0.1   704   778   414   488   413   490 0.97 -
Pcitr_chr3:32480646-32482361   -            572 7941at71240          -            811   1.6e-95  320.0  12.4   5   5     5e-12   9.4e-11   39.6   0.1   703   778   483   558   482   569 0.94 -
Pcitr_chr7:6469438-6467537     -            634 7941at71240          -            811   2.5e-95  319.4  22.2   1   7   4.3e-12   8.2e-11   39.8   0.1   703   800    40   137    27   143 0.89 -
Pcitr_chr7:6469438-6467537     -            634 7941at71240          -            811   2.5e-95  319.4  22.2   2   7   7.7e-16   1.5e-14   52.3   0.1   703   778   145   221   140   223 0.94 -
Pcitr_chr7:6469438-6467537     -            634 7941at71240          -            811   2.5e-95  319.4  22.2   3   7   9.1e-22   1.7e-20   71.9   0.3   672   777   217   325   216   326 0.94 -
Pcitr_chr7:6469438-6467537     -            634 7941at71240          -            811   2.5e-95  319.4  22.2   4   7   9.1e-16   1.7e-14   52.0   0.0   701   802   319   420   318   423 0.96 -
Pcitr_chr7:6469438-6467537     -            634 7941at71240          -            811   2.5e-95  319.4  22.2   5   7   3.6e-13   6.7e-12   43.4   0.0   703   776   391   464   389   465 0.97 -
Pcitr_chr7:6469438-6467537     -            634 7941at71240          -            811   2.5e-95  319.4  22.2   6   7   1.1e-22     2e-21   74.9   0.4   651   779   406   537   405   539 0.94 -
Pcitr_chr7:6469438-6467537     -            634 7941at71240          -            811   2.5e-95  319.4  22.2   7   7   1.4e-13   2.7e-12   44.8   0.1   705   802   533   630   532   634 0.62 -
Pcitr_chr11:1034665-1036164    -            500 7941at71240          -            811   2.9e-95  319.2  10.0   1   6   3.8e-14   7.1e-13   46.7   0.1   698   803    21   126     1   127 0.88 -
Pcitr_chr11:1034665-1036164    -            500 7941at71240          -            811   2.9e-95  319.2  10.0   2   6   2.7e-16   5.1e-15   53.7   0.0   704   791    97   184    96   185 0.97 -
Pcitr_chr11:1034665-1036164    -            500 7941at71240          -            811   2.9e-95  319.2  10.0   3   6   8.9e-14   1.7e-12   45.4   0.0   703   787   131   215   127   216 0.95 -
Pcitr_chr11:1034665-1036164    -            500 7941at71240          -            811   2.9e-95  319.2  10.0   4   6   1.6e-32     3e-31  107.4   0.2   616   789   179   357   178   359 0.94 -
Pcitr_chr11:1034665-1036164    -            500 7941at71240          -            811   2.9e-95  319.2  10.0   5   6     5e-12   9.4e-11   39.6   0.1   704   776   342   414   341   417 0.97 -
Pcitr_chr11:1034665-1036164    -            500 7941at71240          -            811   2.9e-95  319.2  10.0   6   6   4.5e-20   8.5e-19   66.3   0.1   654   792   359   500   359   500 0.94 -
Pcitr_chr8:17576382-17578118   -            579 7941at71240          -            811   3.3e-95  319.0   2.3   1   6   2.9e-08   5.5e-07   27.2   0.1   279   362     7    91     3    94 0.78 -
Pcitr_chr8:17576382-17578118   -            579 7941at71240          -            811   3.3e-95  319.0   2.3   2   6   5.1e-19   9.6e-18   62.8   0.1   693   783    72   165    72   167 0.91 -
Pcitr_chr8:17576382-17578118   -            579 7941at71240          -            811   3.3e-95  319.0   2.3   3   6   1.4e-15   2.6e-14   51.4   0.0   702   801   154   253   153   258 0.95 -
Pcitr_chr8:17576382-17578118   -            579 7941at71240          -            811   3.3e-95  319.0   2.3   4   6   1.6e-19   3.1e-18   64.4   0.0   701   808   258   365   251   367 0.95 -
Pcitr_chr8:17576382-17578118   -            579 7941at71240          -            811   3.3e-95  319.0   2.3   5   6   6.3e-19   1.2e-17   62.5   0.0   701   804   363   466   360   471 0.95 -
Pcitr_chr8:17576382-17578118   -            579 7941at71240          -            811   3.3e-95  319.0   2.3   6   6   1.9e-19   3.5e-18   64.2   0.0   701   805   468   572   462   578 0.94 -
Pcitr_chr9:29715274-29713511   -            588 7941at71240          -            811   4.7e-95  318.5   6.5   1   7   0.00018    0.0033   14.7   0.0   727   774    32    79    24    86 0.89 -
Pcitr_chr9:29715274-29713511   -            588 7941at71240          -            811   4.7e-95  318.5   6.5   2   7   5.7e-19   1.1e-17   62.6   0.0   709   803    84   178    79   183 0.96 -
Pcitr_chr9:29715274-29713511   -            588 7941at71240          -            811   4.7e-95  318.5   6.5   3   7   1.9e-16   3.6e-15   54.3   0.1   703   777   183   257   177   259 0.97 -
Pcitr_chr9:29715274-29713511   -            588 7941at71240          -            811   4.7e-95  318.5   6.5   4   7     2e-16   3.7e-15   54.2   0.0   703   783   253   333   251   335 0.97 -
Pcitr_chr9:29715274-29713511   -            588 7941at71240          -            811   4.7e-95  318.5   6.5   5   7   2.5e-17   4.8e-16   57.2   0.0   673   777   325   432   324   434 0.94 -
Pcitr_chr9:29715274-29713511   -            588 7941at71240          -            811   4.7e-95  318.5   6.5   6   7   6.3e-14   1.2e-12   45.9   0.0   703   778   428   503   426   505 0.97 -
Pcitr_chr9:29715274-29713511   -            588 7941at71240          -            811   4.7e-95  318.5   6.5   7   7   1.7e-20   3.1e-19   67.7   0.1   665   789   457   584   454   587 0.93 -
Pcitr_chr7:6476791-6478488     -            566 7941at71240          -            811   2.1e-94  316.4  13.7   1   6   1.7e-08   3.2e-07   28.0   0.0   701   777    18    94     4    95 0.90 -
Pcitr_chr7:6476791-6478488     -            566 7941at71240          -            811   2.1e-94  316.4  13.7   2   6   9.3e-26   1.8e-24   85.1   0.5   651   779    70   201    69   202 0.94 -
Pcitr_chr7:6476791-6478488     -            566 7941at71240          -            811   2.1e-94  316.4  13.7   3   6   1.6e-22     3e-21   74.4   0.2   648   776   207   338   206   339 0.95 -
Pcitr_chr7:6476791-6478488     -            566 7941at71240          -            811   2.1e-94  316.4  13.7   4   6   5.8e-12   1.1e-10   39.4   0.2   703   776   335   408   330   410 0.97 -
Pcitr_chr7:6476791-6478488     -            566 7941at71240          -            811   2.1e-94  316.4  13.7   5   6     5e-17   9.4e-16   56.2   0.1   702   776   404   478   402   480 0.97 -
Pcitr_chr7:6476791-6478488     -            566 7941at71240          -            811   2.1e-94  316.4  13.7   6   6   3.7e-19     7e-18   63.2   0.0   703   789   475   561   472   564 0.96 -
Pcitr_chr9:28687505-28689046   -            514 7941at71240          -            811   2.3e-94  316.2  11.0   1   6   4.5e-06   8.6e-05   19.9   0.0   277   360     2    86     1    87 0.90 -
Pcitr_chr9:28687505-28689046   -            514 7941at71240          -            811   2.3e-94  316.2  11.0   2   6   1.7e-34   3.2e-33  114.0   0.2   618   800    62   249    60   249 0.95 -
Pcitr_chr9:28687505-28689046   -            514 7941at71240          -            811   2.3e-94  316.2  11.0   3   6   1.3e-19   2.5e-18   64.7   0.1   703   789   222   308   221   311 0.96 -
Pcitr_chr9:28687505-28689046   -            514 7941at71240          -            811   2.3e-94  316.2  11.0   4   6   7.7e-16   1.4e-14   52.3   0.0   703   778   257   332   250   333 0.96 -
Pcitr_chr9:28687505-28689046   -            514 7941at71240          -            811   2.3e-94  316.2  11.0   5   6   4.1e-19   7.8e-18   63.1   0.0   674   777   295   401   294   406 0.94 -
Pcitr_chr9:28687505-28689046   -            514 7941at71240          -            811   2.3e-94  316.2  11.0   6   6   3.3e-13   6.3e-12   43.5   0.0   704   799   398   493   397   504 0.94 -
Pcitr_chr9:33654273-33652831   -            481 7941at71240          -            811   2.6e-93  312.7   1.0   1   4   5.8e-25   1.1e-23   82.4   0.1   683   802    16   140     4   142 0.90 -
Pcitr_chr9:33654273-33652831   -            481 7941at71240          -            811   2.6e-93  312.7   1.0   2   4   7.2e-21   1.3e-19   68.9   0.0   703   804   111   212   110   218 0.95 -
Pcitr_chr9:33654273-33652831   -            481 7941at71240          -            811   2.6e-93  312.7   1.0   3   4   7.5e-22   1.4e-20   72.1   0.0   703   804   286   387   284   394 0.96 -
Pcitr_chr9:33654273-33652831   -            481 7941at71240          -            811   2.6e-93  312.7   1.0   4   4   6.3e-18   1.2e-16   59.2   0.0   703   791   391   479   388   481 0.97 -
Pcitr_chr9:33709347-33707434   -            638 7941at71240          -            811   5.6e-93  311.6   4.4   1   7   1.6e-13     3e-12   44.6   0.7   665   783     2   123     1   124 0.89 -
Pcitr_chr9:33709347-33707434   -            638 7941at71240          -            811   5.6e-93  311.6   4.4   2   7   6.1e-16   1.1e-14   52.6   0.0   704   783   114   193   113   194 0.97 -
Pcitr_chr9:33709347-33707434   -            638 7941at71240          -            811   5.6e-93  311.6   4.4   3   7   8.8e-15   1.7e-13   48.8   0.0   703   778   183   258   180   259 0.96 -
Pcitr_chr9:33709347-33707434   -            638 7941at71240          -            811   5.6e-93  311.6   4.4   4   7     2e-19   3.8e-18   64.1   0.0   703   801   253   351   251   356 0.96 -
Pcitr_chr9:33709347-33707434   -            638 7941at71240          -            811   5.6e-93  311.6   4.4   5   7   1.1e-08   2.1e-07   28.6   0.0   277   361   382   467   377   469 0.93 -
Pcitr_chr9:33709347-33707434   -            638 7941at71240          -            811   5.6e-93  311.6   4.4   6   7   1.3e-16   2.4e-15   54.9   0.0   702   778   461   537   460   539 0.96 -
Pcitr_chr9:33709347-33707434   -            638 7941at71240          -            811   5.6e-93  311.6   4.4   7   7     8e-13   1.5e-11   42.3   0.0   703   784   532   613   531   624 0.95 -
Pcitr_chr6:17186408-17184702   -            569 7941at71240          -            811     2e-92  309.8   0.0   1   4   1.7e-19   3.2e-18   64.3   0.0   658   802    35   182    28   184 0.89 -
Pcitr_chr6:17186408-17184702   -            569 7941at71240          -            811     2e-92  309.8   0.0   2   4   1.1e-34   2.1e-33  114.6   0.0   617   808   167   363   165   365 0.93 -
Pcitr_chr6:17186408-17184702   -            569 7941at71240          -            811     2e-92  309.8   0.0   3   4   1.2e-19   2.3e-18   64.8   0.0   703   804   363   464   361   470 0.95 -
Pcitr_chr6:17186408-17184702   -            569 7941at71240          -            811     2e-92  309.8   0.0   4   4   5.6e-20   1.1e-18   65.9   0.0   704   802   469   567   464   569 0.96 -
Pcitr_chr9:4313711-4315420     -            570 7941at71240          -            811   3.6e-92  309.0   3.7   1   6   0.00046    0.0087   13.3   0.1   282   360     3    82     1    82 0.70 -
Pcitr_chr9:4313711-4315420     -            570 7941at71240          -            811   3.6e-92  309.0   3.7   2   6   6.7e-20   1.3e-18   65.7   0.0   690   789    62   164    56   165 0.90 -
Pcitr_chr9:4313711-4315420     -            570 7941at71240          -            811   3.6e-92  309.0   3.7   3   6     1e-28   1.9e-27   94.9   0.0   649   799   161   314   159   316 0.95 -
Pcitr_chr9:4313711-4315420     -            570 7941at71240          -            811   3.6e-92  309.0   3.7   4   6   9.3e-19   1.7e-17   61.9   0.0   702   802   287   387   280   390 0.95 -
Pcitr_chr9:4313711-4315420     -            570 7941at71240          -            811   3.6e-92  309.0   3.7   5   6   2.2e-23   4.2e-22   77.2   0.1   647   780   369   505   366   506 0.95 -
Pcitr_chr9:4313711-4315420     -            570 7941at71240          -            811   3.6e-92  309.0   3.7   6   6   2.4e-11   4.5e-10   37.4   0.1   703   773   498   568   494   570 0.96 -
Pcitr_chr8:28018805-28021681   -            868 7941at71240          -            811   7.3e-91  304.6   4.0   1   7   7.9e-16   1.5e-14   52.2   0.0   622   780    46   210    36   211 0.88 -
Pcitr_chr8:28018805-28021681   -            868 7941at71240          -            811   7.3e-91  304.6   4.0   2   7   1.4e-11   2.7e-10   38.1   0.0   704   779   204   279   203   287 0.95 -
Pcitr_chr8:28018805-28021681   -            868 7941at71240          -            811   7.3e-91  304.6   4.0   3   7   7.7e-24   1.4e-22   78.7   0.1   649   810   290   454   285   454 0.95 -
Pcitr_chr8:28018805-28021681   -            868 7941at71240          -            811   7.3e-91  304.6   4.0   4   7   7.3e-23   1.4e-21   75.5   0.2   617   780   326   494   326   501 0.90 -
Pcitr_chr8:28018805-28021681   -            868 7941at71240          -            811   7.3e-91  304.6   4.0   5   7   2.5e-13   4.7e-12   44.0   0.0   708   780   515   587   501   591 0.93 -
Pcitr_chr8:28018805-28021681   -            868 7941at71240          -            811   7.3e-91  304.6   4.0   6   7   3.6e-14   6.8e-13   46.7   0.1   703   785   580   662   579   667 0.96 -
Pcitr_chr8:28018805-28021681   -            868 7941at71240          -            811   7.3e-91  304.6   4.0   7   7   0.00023    0.0044   14.3   0.0   236   359   665   791   661   797 0.86 -
Pcitr_chr5:28189217-28186731   -            829 7941at71240          -            811     8e-91  304.5  20.1   1   7   6.4e-09   1.2e-07   29.4   0.1   709   782   212   286   186   288 0.90 -
Pcitr_chr5:28189217-28186731   -            829 7941at71240          -            811     8e-91  304.5  20.1   2   7   4.2e-21     8e-20   69.7   0.0   646   784   287   428   286   429 0.95 -
Pcitr_chr5:28189217-28186731   -            829 7941at71240          -            811     8e-91  304.5  20.1   3   7   1.7e-21   3.2e-20   71.0   0.3   650   792   326   471   324   481 0.93 -
Pcitr_chr5:28189217-28186731   -            829 7941at71240          -            811     8e-91  304.5  20.1   4   7   3.2e-19     6e-18   63.5   0.1   650   809   396   558   395   560 0.94 -
Pcitr_chr5:28189217-28186731   -            829 7941at71240          -            811     8e-91  304.5  20.1   5   7   2.6e-12   4.9e-11   40.6   0.0   650   791   431   575   431   595 0.86 -
Pcitr_chr5:28189217-28186731   -            829 7941at71240          -            811     8e-91  304.5  20.1   6   7   4.3e-16   8.1e-15   53.1   0.0   671   783   627   742   587   743 0.82 -
Pcitr_chr5:28189217-28186731   -            829 7941at71240          -            811     8e-91  304.5  20.1   7   7   2.6e-11   4.9e-10   37.3   0.5   701   776   730   805   725   811 0.93 -
Pcitr_chr10:25414148-25411824  -            775 7941at71240          -            811   3.8e-90  302.3   0.8   1   6   2.4e-08   4.5e-07   27.5   0.0   451   564    76   199    70   205 0.73 -
Pcitr_chr10:25414148-25411824  -            775 7941at71240          -            811   3.8e-90  302.3   0.8   2   6   6.3e-18   1.2e-16   59.2   0.0   649   786   183   323   181   323 0.91 -
Pcitr_chr10:25414148-25411824  -            775 7941at71240          -            811   3.8e-90  302.3   0.8   3   6   8.8e-17   1.7e-15   55.4   0.0   703   793   310   400   309   405 0.94 -
Pcitr_chr10:25414148-25411824  -            775 7941at71240          -            811   3.8e-90  302.3   0.8   4   6   1.5e-15   2.8e-14   51.3   0.0   689   780   398   492   396   494 0.93 -
Pcitr_chr10:25414148-25411824  -            775 7941at71240          -            811   3.8e-90  302.3   0.8   5   6   5.3e-15   9.9e-14   49.5   0.1   704   789   486   571   485   574 0.96 -
Pcitr_chr10:25414148-25411824  -            775 7941at71240          -            811   3.8e-90  302.3   0.8   6   6   3.7e-21     7e-20   69.8   0.0   616   784   568   742   566   765 0.89 -
Pcitr_chr7:35050229-34992146   -            589 7941at71240          -            811   6.2e-90  301.5   5.5   1   7   5.4e-10     1e-08   32.9   0.0   715   797     2    84     1    87 0.93 -
Pcitr_chr7:35050229-34992146   -            589 7941at71240          -            811   6.2e-90  301.5   5.5   2   7   8.3e-17   1.6e-15   55.5   0.0   678   783    67   175    65   176 0.96 -
Pcitr_chr7:35050229-34992146   -            589 7941at71240          -            811   6.2e-90  301.5   5.5   3   7   3.5e-17   6.5e-16   56.7   0.1   706   786   168   248   162   248 0.96 -
Pcitr_chr7:35050229-34992146   -            589 7941at71240          -            811   6.2e-90  301.5   5.5   4   7   6.2e-20   1.2e-18   65.8   0.2   705   807   237   339   237   343 0.97 -
Pcitr_chr7:35050229-34992146   -            589 7941at71240          -            811   6.2e-90  301.5   5.5   5   7   2.6e-09   4.9e-08   30.7   0.0   707   781   344   418   339   423 0.95 -
Pcitr_chr7:35050229-34992146   -            589 7941at71240          -            811   6.2e-90  301.5   5.5   6   7   4.7e-21   8.9e-20   69.5   0.0   650   783   422   557   418   557 0.96 -
Pcitr_chr7:35050229-34992146   -            589 7941at71240          -            811   6.2e-90  301.5   5.5   7   7   2.3e-05   0.00043   17.6   0.0   706   743   550   587   546   589 0.91 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   1   8   1.3e-05   0.00024   18.4   0.0    91   174    15    98     5   100 0.91 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   2   8   1.7e-13   3.3e-12   44.5   0.0   706   786    98   177    96   177 0.95 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   3   8     1e-12   1.9e-11   42.0   0.0   705   783   166   244   164   244 0.97 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   4   8   8.7e-17   1.6e-15   55.4   0.0   706   786   237   317   235   317 0.97 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   5   8   2.5e-22   4.8e-21   73.7   0.1   704   807   305   408   304   411 0.98 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   6   8   5.9e-09   1.1e-07   29.5   0.0   707   781   413   487   409   500 0.95 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   7   8      0.34       6.4    3.8   0.0   144   176   503   535   490   543 0.73 -
Pcitr_chr7:35068533-35007100   -            674 7941at71240          -            811   2.5e-89  299.5   3.7   8   8   6.6e-14   1.3e-12   45.9   0.0   697   794   552   649   540   656 0.89 -
Pcitr_chr8:27984684-28021687   -           1413 7941at71240          -            811   3.3e-88  295.8   3.9   1   7   6.5e-16   1.2e-14   52.5   0.0   622   783   589   756   580   756 0.88 -
Pcitr_chr8:27984684-28021687   -           1413 7941at71240          -            811   3.3e-88  295.8   3.9   2   7   2.1e-11   3.9e-10   37.6   0.0   703   779   746   822   745   828 0.95 -
Pcitr_chr8:27984684-28021687   -           1413 7941at71240          -            811   3.3e-88  295.8   3.9   3   7   1.6e-23   2.9e-22   77.7   0.1   649   810   833   997   828   997 0.95 -
Pcitr_chr8:27984684-28021687   -           1413 7941at71240          -            811   3.3e-88  295.8   3.9   4   7   9.5e-23   1.8e-21   75.1   0.2   617   780   869  1037   866  1043 0.90 -
Pcitr_chr8:27984684-28021687   -           1413 7941at71240          -            811   3.3e-88  295.8   3.9   5   7   5.1e-13   9.6e-12   42.9   0.0   708   780  1058  1130  1044  1132 0.93 -
Pcitr_chr8:27984684-28021687   -           1413 7941at71240          -            811   3.3e-88  295.8   3.9   6   7   7.4e-14   1.4e-12   45.7   0.1   703   785  1123  1205  1122  1209 0.96 -
Pcitr_chr8:27984684-28021687   -           1413 7941at71240          -            811   3.3e-88  295.8   3.9   7   7   0.00045    0.0085   13.3   0.0   236   359  1208  1334  1204  1340 0.86 -
Pcitr_chr7:6473134-6471134     -            667 7941at71240          -            811   5.1e-88  295.2   7.1   1   6     8e-06   0.00015   19.1   0.0   101   773   104   175    60   181 0.48 -
Pcitr_chr7:6473134-6471134     -            667 7941at71240          -            811   5.1e-88  295.2   7.1   2   6   4.9e-17   9.2e-16   56.2   0.1   676   794   180   300   175   301 0.90 -
Pcitr_chr7:6473134-6471134     -            667 7941at71240          -            811   5.1e-88  295.2   7.1   3   6   9.7e-19   1.8e-17   61.8   0.0   679   778   287   389   284   394 0.92 -
Pcitr_chr7:6473134-6471134     -            667 7941at71240          -            811   5.1e-88  295.2   7.1   4   6     5e-23   9.4e-22   76.0   0.1   668   798   381   514   380   519 0.95 -
Pcitr_chr7:6473134-6471134     -            667 7941at71240          -            811   5.1e-88  295.2   7.1   5   6   4.4e-15   8.3e-14   49.7   0.0   677   772   495   593   492   594 0.90 -
Pcitr_chr7:6473134-6471134     -            667 7941at71240          -            811   5.1e-88  295.2   7.1   6   6   5.1e-14   9.6e-13   46.2   0.0   701   776   592   667   587   667 0.98 -
Pcitr_chr3:1291036-1292607     -            524 7941at71240          -            811   1.4e-87  293.8   5.4   1   5   2.3e-13   4.3e-12   44.1   0.3    71   178    29   138    21   139 0.81 -
Pcitr_chr3:1291036-1292607     -            524 7941at71240          -            811   1.4e-87  293.8   5.4   2   5   2.2e-19   4.1e-18   64.0   0.0   703   804   130   231   128   236 0.96 -
