#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_9:5654072-5650965    -           1036 7941at71240          -            811         0 1129.4  24.5   1   2  4.4e-156  9.7e-155  515.9  14.0    17   421   122   567   112   581 0.91 -
scaffold_9:5654072-5650965    -           1036 7941at71240          -            811         0 1129.4  24.5   2   2    3e-187  6.6e-186  619.0   1.9   417   811   615  1027   598  1027 0.96 -
scaffold_19:106004-114917     -            574 7941at71240          -            811   8.4e-87  291.2  10.9   5   6   9.3e-27   2.1e-25   88.1   0.1   650   807   339   499   338   503 0.96 -
scaffold_19:106004-114917     -            574 7941at71240          -            811   8.4e-87  291.2  10.9   6   6   4.5e-05   0.00099   16.4   0.0   711   776   508   573   501   574 0.91 -
scaffold_4:16942487-16939878  -            870 7941at71240          -            811   1.2e-86  290.7   6.7   1   6   2.6e-09   5.8e-08   30.4   0.0   701   804   140   246   122   251 0.85 -
scaffold_4:16942487-16939878  -            870 7941at71240          -            811   1.2e-86  290.7   6.7   2   6     5e-16   1.1e-14   52.6   0.1   700   794   247   341   237   343 0.93 -
scaffold_4:16942487-16939878  -            870 7941at71240          -            811   1.2e-86  290.7   6.7   3   6   8.2e-19   1.8e-17   61.8   0.1   648   775   332   462   331   469 0.93 -
scaffold_4:16942487-16939878  -            870 7941at71240          -            811   1.2e-86  290.7   6.7   4   6   1.2e-28   2.6e-27   94.4   0.1   589   804   410   631   409   638 0.94 -
scaffold_4:16942487-16939878  -            870 7941at71240          -            811   1.2e-86  290.7   6.7   5   6   1.2e-20   2.7e-19   67.9   0.0   616   787   613   795   612   802 0.90 -
scaffold_4:16942487-16939878  -            870 7941at71240          -            811   1.2e-86  290.7   6.7   6   6   6.3e-05    0.0014   15.9   0.0   714   766   812   864   796   869 0.77 -
scaffold_7:4109383-4082193    -            536 7941at71240          -            811   1.2e-86  290.7   6.1   1   6   4.9e-14   1.1e-12   46.0   0.1   658   777    30   153     1   154 0.81 -
scaffold_7:4109383-4082193    -            536 7941at71240          -            811   1.2e-86  290.7   6.1   2   6   1.9e-20   4.3e-19   67.2   0.0   702   778   148   224   147   225 0.97 -
scaffold_7:4109383-4082193    -            536 7941at71240          -            811   1.2e-86  290.7   6.1   3   6   9.1e-19     2e-17   61.7   0.1   703   779   219   295   218   296 0.97 -
scaffold_7:4109383-4082193    -            536 7941at71240          -            811   1.2e-86  290.7   6.1   4   6   3.1e-14   6.9e-13   46.7   0.1   703   779   289   365   286   367 0.96 -
scaffold_7:4109383-4082193    -            536 7941at71240          -            811   1.2e-86  290.7   6.1   5   6   2.3e-16   5.2e-15   53.7   0.0   702   783   358   439   356   440 0.97 -
scaffold_7:4109383-4082193    -            536 7941at71240          -            811   1.2e-86  290.7   6.1   6   6   1.5e-13   3.3e-12   44.5   0.0   703   788   429   514   427   521 0.95 -
scaffold_7:2070643-2069204    -            480 7941at71240          -            811   5.1e-86  288.6   2.0   1   5   9.8e-22   2.2e-20   71.5   0.1   651   783    31   166     6   166 0.88 -
scaffold_7:2070643-2069204    -            480 7941at71240          -            811   5.1e-86  288.6   2.0   2   5   5.3e-16   1.2e-14   52.5   0.0   703   778   156   231   155   234 0.95 -
scaffold_7:2070643-2069204    -            480 7941at71240          -            811   5.1e-86  288.6   2.0   3   5   2.3e-17   5.2e-16   57.0   0.0   703   783   226   306   225   307 0.97 -
scaffold_7:2070643-2069204    -            480 7941at71240          -            811   5.1e-86  288.6   2.0   4   5   1.7e-16   3.8e-15   54.2   0.0   703   779   296   372   295   374 0.96 -
scaffold_7:2070643-2069204    -            480 7941at71240          -            811   5.1e-86  288.6   2.0   5   5   3.6e-22     8e-21   73.0   0.0   703   805   366   468   365   474 0.95 -
scaffold_5:10168494-10150523  -            912 7941at71240          -            811   3.1e-85  286.0   6.5   1   4     3e-19   6.6e-18   63.3   0.1   654   781   303   433   278   439 0.90 -
scaffold_5:10168494-10150523  -            912 7941at71240          -            811   3.1e-85  286.0   6.5   2   4   3.5e-24   7.8e-23   79.6   0.5   615   779   402   571   397   573 0.94 -
scaffold_5:10168494-10150523  -            912 7941at71240          -            811   3.1e-85  286.0   6.5   3   4   2.1e-28   4.7e-27   93.6   0.0   619   787   546   719   544   721 0.93 -
scaffold_5:10168494-10150523  -            912 7941at71240          -            811   3.1e-85  286.0   6.5   4   4   2.1e-23   4.6e-22   77.1   0.1   648   782   717   860   715   870 0.86 -
scaffold_6:27404134-27407010  -            868 7941at71240          -            811   4.9e-85  285.3   2.6   1   7   6.8e-16   1.5e-14   52.2   0.0   622   780    46   210    37   211 0.88 -
scaffold_6:27404134-27407010  -            868 7941at71240          -            811   4.9e-85  285.3   2.6   2   7   9.5e-12   2.1e-10   38.5   0.0   703   779   203   279   202   286 0.95 -
scaffold_6:27404134-27407010  -            868 7941at71240          -            811   4.9e-85  285.3   2.6   3   7   6.4e-24   1.4e-22   78.7   0.1   649   810   290   454   284   454 0.95 -
scaffold_6:27404134-27407010  -            868 7941at71240          -            811   4.9e-85  285.3   2.6   4   7   1.5e-07   3.3e-06   24.6   0.1   717   780   431   494   431   500 0.90 -
scaffold_6:27404134-27407010  -            868 7941at71240          -            811   4.9e-85  285.3   2.6   5   7   2.2e-13   4.9e-12   43.9   0.1   708   780   515   587   501   590 0.93 -
scaffold_6:27404134-27407010  -            868 7941at71240          -            811   4.9e-85  285.3   2.6   6   7     2e-14   4.5e-13   47.3   0.1   702   785   579   662   578   666 0.96 -
scaffold_6:27404134-27407010  -            868 7941at71240          -            811   4.9e-85  285.3   2.6   7   7    0.0002    0.0043   14.3   0.0   236   359   665   791   661   797 0.86 -
scaffold_559:15112-21507      -            645 7941at71240          -            811   5.9e-85  285.1   6.0   1   6   9.8e-06   0.00022   18.6   0.0    79   167    21   109     4   117 0.89 -
scaffold_559:15112-21507      -            645 7941at71240          -            811   5.9e-85  285.1   6.0   2   6   1.5e-14   3.3e-13   47.8   0.1   705   785   115   196   102   199 0.91 -
scaffold_559:15112-21507      -            645 7941at71240          -            811   5.9e-85  285.1   6.0   3   6   6.3e-23   1.4e-21   75.4   0.1   650   798   163   316   162   322 0.93 -
scaffold_559:15112-21507      -            645 7941at71240          -            811   5.9e-85  285.1   6.0   4   6     1e-15   2.3e-14   51.6   0.0   703   792   326   415   314   417 0.90 -
scaffold_559:15112-21507      -            645 7941at71240          -            811   5.9e-85  285.1   6.0   5   6   6.2e-28   1.4e-26   92.0   0.6   649   808   409   571   407   574 0.95 -
scaffold_559:15112-21507      -            645 7941at71240          -            811   5.9e-85  285.1   6.0   6   6     8e-08   1.8e-06   25.5   0.0   708   776   576   644   570   645 0.92 -
scaffold_6:2902056-2900194    -            621 7941at71240          -            811   2.5e-84  283.0   0.9   1   5         2        45    1.0   0.0   302   342    22    62     2    79 0.65 -
scaffold_6:2902056-2900194    -            621 7941at71240          -            811   2.5e-84  283.0   0.9   2   5   6.7e-25   1.5e-23   82.0   0.0   646   786    86   229    81   232 0.94 -
scaffold_6:2902056-2900194    -            621 7941at71240          -            811   2.5e-84  283.0   0.9   3   5   1.5e-27   3.3e-26   90.8   0.0   651   778   231   361   227   366 0.94 -
scaffold_6:2902056-2900194    -            621 7941at71240          -            811   2.5e-84  283.0   0.9   4   5   1.4e-22   3.1e-21   74.3   0.2   650   808   371   532   366   535 0.94 -
scaffold_6:2902056-2900194    -            621 7941at71240          -            811   2.5e-84  283.0   0.9   5   5   2.4e-09   5.3e-08   30.5   0.0   700   782   529   611   520   620 0.94 -
scaffold_10:728240-733333     -           1452 7941at71240          -            811   7.3e-84  281.5  12.1   1   7   1.3e-07   2.9e-06   24.8   0.0    63   172   195   307   180   310 0.88 -
scaffold_10:728240-733333     -           1452 7941at71240          -            811   7.3e-84  281.5  12.1   2   7   9.8e-14   2.2e-12   45.1   0.0   703   809   305   411   301   413 0.95 -
scaffold_10:728240-733333     -           1452 7941at71240          -            811   7.3e-84  281.5  12.1   3   7   1.1e-21   2.5e-20   71.3   0.2   647   783   421   560   404   560 0.91 -
scaffold_10:728240-733333     -           1452 7941at71240          -            811   7.3e-84  281.5  12.1   4   7     3e-15   6.7e-14   50.0   0.7   566   776   544   760   539   767 0.88 -
scaffold_10:728240-733333     -           1452 7941at71240          -            811   7.3e-84  281.5  12.1   5   7   0.00018     0.004   14.4   0.0   685   781   772   870   756   877 0.84 -
scaffold_10:728240-733333     -           1452 7941at71240          -            811   7.3e-84  281.5  12.1   6   7     1e-15   2.3e-14   51.6   0.1   672   792   898  1021   880  1028 0.91 -
scaffold_10:728240-733333     -           1452 7941at71240          -            811   7.3e-84  281.5  12.1   7   7     1e-11   2.3e-10   38.4   0.1   622   780  1021  1184  1016  1188 0.91 -
scaffold_12:10924963-10923476 -            496 7941at71240          -            811   3.1e-82  276.1   3.4   1   6   0.00035    0.0077   13.5   0.0   111   167     1    57     1    60 0.84 -
scaffold_12:10924963-10923476 -            496 7941at71240          -            811   3.1e-82  276.1   3.4   2   6   1.7e-15   3.7e-14   50.9   0.0   703   777    60   134    57   136 0.96 -
scaffold_12:10924963-10923476 -            496 7941at71240          -            811   3.1e-82  276.1   3.4   3   6     2e-25   4.4e-24   83.7   0.0   663   786   122   248   121   249 0.93 -
scaffold_12:10924963-10923476 -            496 7941at71240          -            811   3.1e-82  276.1   3.4   4   6     3e-23   6.6e-22   76.5   0.0   664   777   228   344   225   346 0.93 -
scaffold_12:10924963-10923476 -            496 7941at71240          -            811   3.1e-82  276.1   3.4   5   6   5.9e-14   1.3e-12   45.8   0.1   703   777   340   414   339   417 0.95 -
scaffold_12:10924963-10923476 -            496 7941at71240          -            811   3.1e-82  276.1   3.4   6   6   1.3e-08   2.9e-07   28.1   0.1   701   777   408   484   407   496 0.91 -
scaffold_4:23695475-23697856  -            794 7941at71240          -            811   9.7e-82  274.4  13.2   1   7   3.5e-19   7.8e-18   63.1   0.0   645   797   150   308   129   314 0.88 -
scaffold_4:23695475-23697856  -            794 7941at71240          -            811   9.7e-82  274.4  13.2   2   7     2e-15   4.4e-14   50.7   0.1   688   783   299   397   297   398 0.87 -
scaffold_4:23695475-23697856  -            794 7941at71240          -            811   9.7e-82  274.4  13.2   3   7   2.1e-10   4.7e-09   34.0   0.1   701   783   385   467   382   469 0.97 -
scaffold_4:23695475-23697856  -            794 7941at71240          -            811   9.7e-82  274.4  13.2   4   7     6e-13   1.3e-11   42.4   0.0   698   791   452   545   448   554 0.94 -
scaffold_4:23695475-23697856  -            794 7941at71240          -            811   9.7e-82  274.4  13.2   5   7   7.7e-13   1.7e-11   42.1   0.0   650   805   506   664   503   667 0.92 -
scaffold_4:23695475-23697856  -            794 7941at71240          -            811   9.7e-82  274.4  13.2   6   7   3.1e-13   6.9e-12   43.4   0.1   264   360   609   706   573   709 0.88 -
scaffold_4:23695475-23697856  -            794 7941at71240          -            811   9.7e-82  274.4  13.2   7   7   8.7e-16   1.9e-14   51.8   0.3   650   776   646   775   644   781 0.92 -
scaffold_8:21535109-21533043  -            689 7941at71240          -            811   1.8e-81  273.5   0.0   1   6   1.5e-13   3.3e-12   44.5   0.0   610   805     2   205     1   210 0.84 -
scaffold_8:21535109-21533043  -            689 7941at71240          -            811   1.8e-81  273.5   0.0   2   6   6.3e-21   1.4e-19   68.8   0.0   651   795   188   336   187   344 0.90 -
scaffold_8:21535109-21533043  -            689 7941at71240          -            811   1.8e-81  273.5   0.0   3   6   4.6e-10     1e-08   32.9   0.0   694   773   337   418   331   425 0.85 -
scaffold_8:21535109-21533043  -            689 7941at71240          -            811   1.8e-81  273.5   0.0   4   6   6.6e-24   1.5e-22   78.7   0.0   645   800   427   585   417   587 0.95 -
scaffold_8:21535109-21533043  -            689 7941at71240          -            811   1.8e-81  273.5   0.0   5   6   3.6e-12   8.1e-11   39.9   0.0   704   795   524   615   522   619 0.97 -
scaffold_8:21535109-21533043  -            689 7941at71240          -            811   1.8e-81  273.5   0.0   6   6   1.2e-12   2.6e-11   41.5   0.0   704   791   594   681   591   688 0.96 -
scaffold_7:4179555-4177927    -            543 7941at71240          -            811   3.1e-81  272.8   3.8   1   6    0.0019     0.042   11.0   0.1   713   777    40   104    19   107 0.48 -
scaffold_7:4179555-4177927    -            543 7941at71240          -            811   3.1e-81  272.8   3.8   2   6   2.1e-16   4.8e-15   53.9   0.2   690   776    84   173    80   176 0.91 -
scaffold_7:4179555-4177927    -            543 7941at71240          -            811   3.1e-81  272.8   3.8   3   6   3.1e-15   6.9e-14   50.0   0.0   704   784   171   251   170   252 0.97 -
scaffold_7:4179555-4177927    -            543 7941at71240          -            811   3.1e-81  272.8   3.8   4   6   3.5e-21   7.8e-20   69.7   0.0   703   804   240   341   239   341 0.98 -
scaffold_7:4179555-4177927    -            543 7941at71240          -            811   3.1e-81  272.8   3.8   5   6   1.8e-20   3.9e-19   67.4   0.1   650   776   324   453   324   455 0.94 -
scaffold_7:4179555-4177927    -            543 7941at71240          -            811   3.1e-81  272.8   3.8   6   6   1.3e-14     3e-13   47.9   0.0   703   795   450   542   446   543 0.97 -
scaffold_7:9594848-9593322    -            509 7941at71240          -            811   2.4e-80  269.8   1.0   1   4   8.9e-13     2e-11   41.9   0.0   670   781     5   119     1   123 0.87 -
scaffold_7:9594848-9593322    -            509 7941at71240          -            811   2.4e-80  269.8   1.0   2   4   4.1e-27   9.1e-26   89.3   0.1   647   806   122   283   119   285 0.93 -
scaffold_7:9594848-9593322    -            509 7941at71240          -            811   2.4e-80  269.8   1.0   3   4   4.8e-21   1.1e-19   69.2   0.0   647   804   261   421   257   426 0.96 -
scaffold_7:9594848-9593322    -            509 7941at71240          -            811   2.4e-80  269.8   1.0   4   4   6.3e-27   1.4e-25   88.7   0.0   649   786   368   508   366   509 0.96 -
scaffold_3:11071975-11069822  -            718 7941at71240          -            811   1.3e-79  267.4   2.7   1   4   6.6e-05    0.0015   15.8   0.0    92   181   137   225    65   230 0.90 -
scaffold_3:11071975-11069822  -            718 7941at71240          -            811   1.3e-79  267.4   2.7   2   4   1.2e-33   2.7e-32  110.9   0.1   585   798   230   449   225   455 0.92 -
scaffold_3:11071975-11069822  -            718 7941at71240          -            811   1.3e-79  267.4   2.7   3   4   8.9e-30     2e-28   98.1   0.3   624   801   445   627   443   630 0.94 -
scaffold_3:11071975-11069822  -            718 7941at71240          -            811   1.3e-79  267.4   2.7   4   4   2.7e-17   6.1e-16   56.8   0.0   673   783   601   714   599   716 0.95 -
scaffold_1:43218145-43220759  -            844 7941at71240          -            811   2.1e-79  266.7   3.2   1   6   1.3e-08   2.9e-07   28.1   0.0   701   802   139   243   121   250 0.86 -
scaffold_1:43218145-43220759  -            844 7941at71240          -            811   2.1e-79  266.7   3.2   2   6   5.8e-16   1.3e-14   52.4   0.0   689   783   232   329   229   330 0.89 -
scaffold_1:43218145-43220759  -            844 7941at71240          -            811   2.1e-79  266.7   3.2   3   6   1.6e-09   3.5e-08   31.2   0.0   703   774   319   390   317   399 0.93 -
scaffold_1:43218145-43220759  -            844 7941at71240          -            811   2.1e-79  266.7   3.2   4   6   2.8e-26   6.1e-25   86.6   0.0   616   804   409   602   394   613 0.93 -
scaffold_1:43218145-43220759  -            844 7941at71240          -            811   2.1e-79  266.7   3.2   5   6   3.1e-20     7e-19   66.5   0.1   616   786   584   765   579   772 0.89 -
scaffold_1:43218145-43220759  -            844 7941at71240          -            811   2.1e-79  266.7   3.2   6   6     4e-05   0.00089   16.6   0.1   712   767   784   839   766   843 0.81 -
scaffold_7:4150205-4148892    -            438 7941at71240          -            811   2.9e-79  266.3   6.3   1   5   5.4e-17   1.2e-15   55.8   0.3   671   778    42   153    24   155 0.82 -
scaffold_7:4150205-4148892    -            438 7941at71240          -            811   2.9e-79  266.3   6.3   2   5   3.9e-21   8.8e-20   69.5   0.0   702   776   147   221   146   222 0.97 -
scaffold_7:4150205-4148892    -            438 7941at71240          -            811   2.9e-79  266.3   6.3   3   5   3.1e-19   6.9e-18   63.2   0.1   702   779   217   294   216   296 0.97 -
scaffold_7:4150205-4148892    -            438 7941at71240          -            811   2.9e-79  266.3   6.3   4   5   3.8e-16   8.4e-15   53.0   0.0   703   783   288   368   286   369 0.97 -
scaffold_7:4150205-4148892    -            438 7941at71240          -            811   2.9e-79  266.3   6.3   5   5   4.6e-15     1e-13   49.4   0.0   702   779   357   434   356   438 0.95 -
scaffold_7:3373972-3372485    -            496 7941at71240          -            811   3.9e-79  265.8   5.7   1   6   1.2e-08   2.6e-07   28.2   0.1   712   801    16   105     5   112 0.74 -
scaffold_7:3373972-3372485    -            496 7941at71240          -            811   3.9e-79  265.8   5.7   2   6   1.2e-12   2.8e-11   41.4   0.0   703   778    77   153    75   155 0.91 -
scaffold_7:3373972-3372485    -            496 7941at71240          -            811   3.9e-79  265.8   5.7   3   6   6.2e-16   1.4e-14   52.3   0.0   703   784   148   229   146   230 0.97 -
scaffold_7:3373972-3372485    -            496 7941at71240          -            811   3.9e-79  265.8   5.7   4   6   1.1e-15   2.4e-14   51.5   0.1   703   779   218   294   217   296 0.97 -
scaffold_7:3373972-3372485    -            496 7941at71240          -            811   3.9e-79  265.8   5.7   5   6   7.5e-21   1.7e-19   68.6   0.0   703   808   288   393   285   395 0.96 -
scaffold_7:3373972-3372485    -            496 7941at71240          -            811   3.9e-79  265.8   5.7   6   6   3.4e-18   7.5e-17   59.8   0.0   703   804   393   494   390   496 0.97 -
scaffold_9:12870891-12869047  -            615 7941at71240          -            811   2.4e-77  259.9   0.0   1   5   2.1e-14   4.7e-13   47.3   0.0   665   807     3   148     1   151 0.92 -
scaffold_9:12870891-12869047  -            615 7941at71240          -            811   2.4e-77  259.9   0.0   2   5   6.1e-11   1.4e-09   35.8   0.0   703   795    79   171    73   175 0.94 -
scaffold_9:12870891-12869047  -            615 7941at71240          -            811   2.4e-77  259.9   0.0   3   5   2.1e-17   4.7e-16   57.2   0.0   654   804   132   285   131   291 0.94 -
scaffold_9:12870891-12869047  -            615 7941at71240          -            811   2.4e-77  259.9   0.0   4   5   5.8e-21   1.3e-19   69.0   0.0   622   795   238   416   235   416 0.92 -
scaffold_9:12870891-12869047  -            615 7941at71240          -            811   2.4e-77  259.9   0.0   5   5   3.8e-23   8.4e-22   76.2   0.0   617   789   408   584   405   601 0.88 -
scaffold_10:17154066-17155463 -            466 7941at71240          -            811   3.6e-77  259.3   6.0   1   5   9.1e-12     2e-10   38.6   0.0   703   791    28   120     2   121 0.85 -
scaffold_10:17154066-17155463 -            466 7941at71240          -            811   3.6e-77  259.3   6.0   2   5   7.4e-15   1.6e-13   48.8   0.1   709   794    70   158    63   161 0.90 -
scaffold_10:17154066-17155463 -            466 7941at71240          -            811   3.6e-77  259.3   6.0   3   5     3e-14   6.6e-13   46.8   0.0   682   789   113   223   109   224 0.93 -
scaffold_10:17154066-17155463 -            466 7941at71240          -            811   3.6e-77  259.3   6.0   4   5   1.4e-29   3.2e-28   97.4   0.1   629   792   166   331   159   337 0.90 -
scaffold_10:17154066-17155463 -            466 7941at71240          -            811   3.6e-77  259.3   6.0   5   5   1.6e-17   3.6e-16   57.5   0.0   672   800   313   444   312   454 0.95 -
scaffold_559:15730-24660      -            497 7941at71240          -            811   4.7e-77  258.9   7.4   1   5   7.4e-07   1.6e-05   22.3   0.0   732   792     7    67     2    69 0.91 -
scaffold_559:15730-24660      -            497 7941at71240          -            811   4.7e-77  258.9   7.4   2   5     2e-27   4.4e-26   90.4   0.2   649   780    61   195    59   196 0.95 -
scaffold_559:15730-24660      -            497 7941at71240          -            811   4.7e-77  258.9   7.4   3   5   4.1e-16   9.2e-15   52.9   0.0   705   794   190   279   189   282 0.97 -
scaffold_559:15730-24660      -            497 7941at71240          -            811   4.7e-77  258.9   7.4   4   5   4.6e-18     1e-16   59.4   0.1   689   794   297   403   281   409 0.83 -
scaffold_559:15730-24660      -            497 7941at71240          -            811   4.7e-77  258.9   7.4   5   5   6.8e-20   1.5e-18   65.4   0.0   649   783   360   497   358   497 0.94 -
scaffold_12:12700422-12693195 -            541 7941at71240          -            811   6.4e-77  258.5   2.8   1   5   0.00079     0.018   12.3   0.0   112   174     2    64     1    66 0.93 -
scaffold_12:12700422-12693195 -            541 7941at71240          -            811   6.4e-77  258.5   2.8   2   5     1e-21   2.3e-20   71.5   0.0   650   783    75   210    75   210 0.96 -
scaffold_12:12700422-12693195 -            541 7941at71240          -            811   6.4e-77  258.5   2.8   3   5   4.5e-17     1e-15   56.1   0.0   706   786   203   283   199   283 0.97 -
scaffold_12:12700422-12693195 -            541 7941at71240          -            811   6.4e-77  258.5   2.8   4   5   2.2e-22   4.9e-21   73.7   0.1   704   807   271   374   270   377 0.98 -
scaffold_12:12700422-12693195 -            541 7941at71240          -            811   6.4e-77  258.5   2.8   5   5   1.2e-14   2.8e-13   48.0   0.0   617   764   389   541   385   541 0.92 -
scaffold_7:4154092-4152563    -            510 7941at71240          -            811   8.9e-77  258.0   7.9   1   6   5.6e-05    0.0012   16.1   0.0   277   361    70   155    64   158 0.92 -
scaffold_7:4154092-4152563    -            510 7941at71240          -            811   8.9e-77  258.0   7.9   2   6   1.6e-18   3.5e-17   60.9   0.1   656   778   100   226    93   227 0.85 -
scaffold_7:4154092-4152563    -            510 7941at71240          -            811   8.9e-77  258.0   7.9   3   6   2.9e-23   6.4e-22   76.6   0.0   702   786   220   304   219   304 0.97 -
scaffold_7:4154092-4152563    -            510 7941at71240          -            811   8.9e-77  258.0   7.9   4   6     1e-14   2.3e-13   48.3   0.1   703   779   291   367   289   368 0.97 -
scaffold_7:4154092-4152563    -            510 7941at71240          -            811   8.9e-77  258.0   7.9   5   6   2.3e-15   5.1e-14   50.4   0.0   703   783   361   441   358   442 0.97 -
scaffold_7:4154092-4152563    -            510 7941at71240          -            811   8.9e-77  258.0   7.9   6   6     2e-13   4.5e-12   44.0   0.0   702   778   430   506   429   509 0.95 -
scaffold_10:607059-605722     -            446 7941at71240          -            811   6.6e-76  255.1   0.2   1   6   6.7e-15   1.5e-13   48.9   0.0   720   802     4    86     1    89 0.94 -
scaffold_10:607059-605722     -            446 7941at71240          -            811   6.6e-76  255.1   0.2   2   6   1.6e-18   3.5e-17   60.9   0.0   705   807    59   161    59   163 0.97 -
scaffold_10:607059-605722     -            446 7941at71240          -            811   6.6e-76  255.1   0.2   3   6   3.1e-12     7e-11   40.1   0.0   703   782   162   241   159   242 0.95 -
scaffold_10:607059-605722     -            446 7941at71240          -            811   6.6e-76  255.1   0.2   4   6   2.1e-13   4.8e-12   43.9   0.0   703   776   232   305   230   305 0.95 -
scaffold_10:607059-605722     -            446 7941at71240          -            811   6.6e-76  255.1   0.2   5   6   1.4e-18   3.1e-17   61.1   0.0   703   806   302   405   300   409 0.95 -
scaffold_10:607059-605722     -            446 7941at71240          -            811   6.6e-76  255.1   0.2   6   6   6.1e-06   0.00014   19.3   0.1   692   742   393   446   390   446 0.79 -
scaffold_2:198994-196649      -            782 7941at71240          -            811     7e-75  251.7   0.0   1   5   2.9e-25   6.4e-24   83.2   0.0   443   724    25   326    16   329 0.89 -
scaffold_2:198994-196649      -            782 7941at71240          -            811     7e-75  251.7   0.0   2   5   6.3e-05    0.0014   15.9   0.0   650   745   284   376   279   379 0.82 -
scaffold_2:198994-196649      -            782 7941at71240          -            811     7e-75  251.7   0.0   3   5   1.5e-32   3.3e-31  107.3   0.0   568   804   380   621   372   627 0.92 -
scaffold_2:198994-196649      -            782 7941at71240          -            811     7e-75  251.7   0.0   4   5   2.6e-14   5.8e-13   46.9   0.0   678   783   597   705   596   706 0.93 -
scaffold_2:198994-196649      -            782 7941at71240          -            811     7e-75  251.7   0.0   5   5   6.3e-07   1.4e-05   22.5   0.1   131   197   691   757   685   780 0.85 -
scaffold_7:2312706-2311435    -            424 7941at71240          -            811   8.9e-75  251.4   1.6   1   4   2.1e-11   4.7e-10   37.3   0.1    78   177    16   117     1   119 0.68 -
scaffold_7:2312706-2311435    -            424 7941at71240          -            811   8.9e-75  251.4   1.6   2   4   7.3e-25   1.6e-23   81.9   0.0   655   787    59   194    57   195 0.93 -
scaffold_7:2312706-2311435    -            424 7941at71240          -            811   8.9e-75  251.4   1.6   3   4   2.1e-29   4.6e-28   96.9   0.0   625   781   167   328   167   332 0.92 -
scaffold_7:2312706-2311435    -            424 7941at71240          -            811   8.9e-75  251.4   1.6   4   4   1.6e-16   3.5e-15   54.3   0.0   705   802   322   419   321   423 0.95 -
scaffold_7:4137669-4138910    -            414 7941at71240          -            811   1.4e-74  250.7   3.5   1   4   5.6e-18   1.2e-16   59.1   0.1   653   778    23   152    17   154 0.87 -
scaffold_7:4137669-4138910    -            414 7941at71240          -            811   1.4e-74  250.7   3.5   2   4   7.2e-21   1.6e-19   68.6   0.0   703   778   147   222   146   223 0.97 -
scaffold_7:4137669-4138910    -            414 7941at71240          -            811   1.4e-74  250.7   3.5   3   4   2.7e-22     6e-21   73.4   0.1   702   808   216   322   215   324 0.97 -
scaffold_7:4137669-4138910    -            414 7941at71240          -            811   1.4e-74  250.7   3.5   4   4   3.2e-18     7e-17   59.9   0.0   702   794   321   413   318   414 0.97 -
scaffold_24:1950591-1952150   -            520 7941at71240          -            811   1.7e-74  250.5   1.5   1   7   6.1e-06   0.00014   19.3   0.0    62   174     9   124     1   127 0.91 -
scaffold_24:1950591-1952150   -            520 7941at71240          -            811   1.7e-74  250.5   1.5   2   7     3e-13   6.7e-12   43.4   0.0   710   785   128   206   124   207 0.91 -
scaffold_24:1950591-1952150   -            520 7941at71240          -            811   1.7e-74  250.5   1.5   3   7   6.7e-11   1.5e-09   35.7   0.0   710   780   201   271   200   272 0.96 -
scaffold_24:1950591-1952150   -            520 7941at71240          -            811   1.7e-74  250.5   1.5   4   7   1.2e-21   2.6e-20   71.3   0.0   701   809   262   370   260   371 0.97 -
scaffold_24:1950591-1952150   -            520 7941at71240          -            811   1.7e-74  250.5   1.5   5   7   6.5e-16   1.4e-14   52.3   0.1   706   807   337   438   337   440 0.97 -
scaffold_24:1950591-1952150   -            520 7941at71240          -            811   1.7e-74  250.5   1.5   6   7   4.3e-13   9.5e-12   42.9   0.0   702   799   368   465   366   465 0.92 -
scaffold_24:1950591-1952150   -            520 7941at71240          -            811   1.7e-74  250.5   1.5   7   7   2.6e-07   5.7e-06   23.8   0.0   707   780   443   516   436   519 0.93 -
scaffold_12:12386773-12388263 -            497 7941at71240          -            811   2.1e-74  250.1   4.2   1   6     5e-15   1.1e-13   49.3   0.0   682   798    36   155    28   162 0.85 -
scaffold_12:12386773-12388263 -            497 7941at71240          -            811   2.1e-74  250.1   4.2   2   6   3.8e-13   8.5e-12   43.1   0.0   703   780   165   242   153   243 0.90 -
scaffold_12:12386773-12388263 -            497 7941at71240          -            811   2.1e-74  250.1   4.2   3   6   6.7e-20   1.5e-18   65.4   0.1   706   784   238   316   235   317 0.98 -
scaffold_12:12386773-12388263 -            497 7941at71240          -            811   2.1e-74  250.1   4.2   4   6   1.2e-22   2.7e-21   74.5   0.2   704   807   306   409   305   412 0.97 -
scaffold_12:12386773-12388263 -            497 7941at71240          -            811   2.1e-74  250.1   4.2   5   6   1.2e-06   2.7e-05   21.6   0.0   734   785   406   457   405   460 0.94 -
scaffold_12:12386773-12388263 -            497 7941at71240          -            811   2.1e-74  250.1   4.2   6   6   3.8e-06   8.5e-05   19.9   0.1   281   335   439   494   438   496 0.91 -
scaffold_2:18387808-18384677  -           1044 7941at71240          -            811   2.8e-74  249.7  12.9   1   8       4.3        95   -0.1   0.0   138   177     5    44     2    48 0.88 -
