#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   1   2         0         0 1283.5  21.7     1   904     2   965     2   971 0.93 -
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   2   2   7.6e-05    0.0017   15.7   0.0   886   913  1017  1044   989  1044 0.77 -
scaffold_10:12021725-12020385 -            447 8828at71240          -            913  1.6e-131  439.3  14.9   4   5   3.1e-34   6.9e-33  112.9   0.3   231   373   192   339   178   339 0.91 -
scaffold_10:12021725-12020385 -            447 8828at71240          -            913  1.6e-131  439.3  14.9   5   5   2.5e-28   5.6e-27   93.4   0.1   232   345   333   446   322   447 0.96 -
scaffold_7:2045370-2043847    -            508 8828at71240          -            913  9.7e-130  433.4  16.4   1   4   6.2e-36   1.4e-34  118.6   1.7   205   357    17   170    10   170 0.92 -
scaffold_7:2045370-2043847    -            508 8828at71240          -            913  9.7e-130  433.4  16.4   2   4   7.3e-35   1.6e-33  115.0   0.1   245   357   163   275   163   276 0.99 -
scaffold_7:2045370-2043847    -            508 8828at71240          -            913  9.7e-130  433.4  16.4   3   4   1.4e-35   3.2e-34  117.4   0.5   242   357   265   380   265   380 0.99 -
scaffold_7:2045370-2043847    -            508 8828at71240          -            913  9.7e-130  433.4  16.4   4   4     1e-34   2.3e-33  114.5   0.3   247   375   375   508   374   508 0.94 -
scaffold_7:3496716-3495028    -            563 8828at71240          -            913  7.4e-129  430.5  16.5   1   5   6.9e-19   1.5e-17   62.2   0.0   244   358    16   130    12   137 0.96 -
scaffold_7:3496716-3495028    -            563 8828at71240          -            913  7.4e-129  430.5  16.5   2   5   1.2e-16   2.7e-15   54.7   0.2   232   291   145   204   134   205 0.86 -
scaffold_7:3496716-3495028    -            563 8828at71240          -            913  7.4e-129  430.5  16.5   3   5     2e-30   4.3e-29  100.4   0.3   247   357   195   306   194   311 0.96 -
scaffold_7:3496716-3495028    -            563 8828at71240          -            913  7.4e-129  430.5  16.5   4   5   1.6e-33   3.5e-32  110.6   0.6   249   364   303   418   301   423 0.96 -
scaffold_7:3496716-3495028    -            563 8828at71240          -            913  7.4e-129  430.5  16.5   5   5   4.3e-37   9.5e-36  122.4   0.2   232   364   426   558   415   560 0.97 -
scaffold_7:2312706-2311435    -            424 8828at71240          -            913  4.3e-128  428.0  24.5   1   5     1e-14   2.3e-13   48.4   0.1   252   356     1   105     1   106 0.94 -
scaffold_7:2312706-2311435    -            424 8828at71240          -            913  4.3e-128  428.0  24.5   2   5   4.5e-38   9.9e-37  125.7   0.9   233   364    87   218    86   224 0.96 -
scaffold_7:2312706-2311435    -            424 8828at71240          -            913  4.3e-128  428.0  24.5   3   5   2.5e-34   5.5e-33  113.3   0.6   219   354   212   348   208   350 0.94 -
scaffold_7:2312706-2311435    -            424 8828at71240          -            913  4.3e-128  428.0  24.5   4   5   1.1e-35   2.4e-34  117.7   0.6   222   354   250   383   246   386 0.93 -
scaffold_7:2312706-2311435    -            424 8828at71240          -            913  4.3e-128  428.0  24.5   5   5   9.1e-21     2e-19   68.4   0.3   261   356   325   420   322   424 0.69 -
scaffold_6:21111369-21109600  -            590 8828at71240          -            913  9.7e-128  426.8  27.6   1   5   1.8e-12   4.1e-11   40.9   0.1   248   364     3   119     1   120 0.97 -
scaffold_6:21111369-21109600  -            590 8828at71240          -            913  9.7e-128  426.8  27.6   2   5   5.5e-26   1.2e-24   85.7   0.1   255   358   115   218   112   220 0.97 -
scaffold_6:21111369-21109600  -            590 8828at71240          -            913  9.7e-128  426.8  27.6   3   5   1.3e-38   2.8e-37  127.5   1.6   236   385   201   355   201   356 0.95 -
scaffold_6:21111369-21109600  -            590 8828at71240          -            913  9.7e-128  426.8  27.6   4   5   3.1e-36   6.8e-35  119.6   3.0   232   377   337   487   336   487 0.96 -
scaffold_6:21111369-21109600  -            590 8828at71240          -            913  9.7e-128  426.8  27.6   5   5   1.9e-30   4.1e-29  100.4   0.9   223   345   467   590   459   590 0.73 -
scaffold_3:11071975-11069822  -            718 8828at71240          -            913    6e-127  424.2  23.1   1   6       1.2        26    1.8   0.0   716   769   108   162   104   165 0.85 -
scaffold_3:11071975-11069822  -            718 8828at71240          -            913    6e-127  424.2  23.1   2   6     2e-27   4.5e-26   90.4   0.3   177   370   135   324   125   328 0.92 -
scaffold_3:11071975-11069822  -            718 8828at71240          -            913    6e-127  424.2  23.1   3   6   2.7e-26     6e-25   86.7   0.5   233   364   226   357   216   359 0.95 -
scaffold_3:11071975-11069822  -            718 8828at71240          -            913    6e-127  424.2  23.1   4   6   9.3e-30     2e-28   98.1   0.5   225   363   322   461   320   463 0.95 -
scaffold_3:11071975-11069822  -            718 8828at71240          -            913    6e-127  424.2  23.1   5   6   3.7e-33   8.1e-32  109.4   0.8   223   375   460   618   458   618 0.95 -
scaffold_3:11071975-11069822  -            718 8828at71240          -            913    6e-127  424.2  23.1   6   6   2.1e-26   4.6e-25   87.1   0.1   224   336   601   714   597   715 0.96 -
scaffold_5:8868869-8870506    -            546 8828at71240          -            913  2.1e-126  422.4  26.0   1   5   2.2e-24   4.9e-23   80.3   0.5   243   371    13   146     6   146 0.91 -
scaffold_5:8868869-8870506    -            546 8828at71240          -            913  2.1e-126  422.4  26.0   2   5   6.4e-34   1.4e-32  111.9   0.9   232   363    72   203    70   205 0.97 -
scaffold_5:8868869-8870506    -            546 8828at71240          -            913  2.1e-126  422.4  26.0   3   5   2.3e-29   5.2e-28   96.8   0.5   222   362   131   272   127   279 0.95 -
scaffold_5:8868869-8870506    -            546 8828at71240          -            913  2.1e-126  422.4  26.0   4   5   7.3e-35   1.6e-33  115.0   0.7   232   365   282   417   272   421 0.94 -
scaffold_5:8868869-8870506    -            546 8828at71240          -            913  2.1e-126  422.4  26.0   5   5   3.9e-20   8.6e-19   66.3   0.2   228   355   420   544   410   546 0.92 -
scaffold_7:2360379-2358691    -            563 8828at71240          -            913  2.6e-126  422.1  22.2   1   5   5.5e-19   1.2e-17   62.5   0.1   248   356     1   109     1   110 0.98 -
scaffold_7:2360379-2358691    -            563 8828at71240          -            913  2.6e-126  422.1  22.2   2   5   3.3e-34   7.3e-33  112.9   0.8   239   371    97   234    97   236 0.93 -
scaffold_7:2360379-2358691    -            563 8828at71240          -            913  2.6e-126  422.1  22.2   3   5   1.1e-33   2.3e-32  111.2   1.8   228   354   226   352   214   355 0.95 -
scaffold_7:2360379-2358691    -            563 8828at71240          -            913  2.6e-126  422.1  22.2   4   5   3.4e-30   7.5e-29   99.6   0.4   245   357   348   460   348   462 0.98 -
scaffold_7:2360379-2358691    -            563 8828at71240          -            913  2.6e-126  422.1  22.2   5   5     9e-24     2e-22   78.3   0.3   245   354   453   562   453   563 0.98 -
scaffold_7:3486589-3485063    -            509 8828at71240          -            913  6.7e-126  420.7  25.2   1   5   2.9e-18   6.3e-17   60.1   0.1   262   359     8   105     1   113 0.94 -
scaffold_7:3486589-3485063    -            509 8828at71240          -            913  6.7e-126  420.7  25.2   2   5   9.4e-06   0.00021   18.7   0.0   325   355   107   137   102   140 0.88 -
scaffold_7:3486589-3485063    -            509 8828at71240          -            913  6.7e-126  420.7  25.2   3   5   1.5e-38   3.2e-37  127.3   2.0   233   362   120   249   117   250 0.98 -
scaffold_7:3486589-3485063    -            509 8828at71240          -            913  6.7e-126  420.7  25.2   4   5   4.5e-39     1e-37  129.0   2.4   230   365   222   357   221   360 0.97 -
scaffold_7:3486589-3485063    -            509 8828at71240          -            913  6.7e-126  420.7  25.2   5   5   1.7e-39   3.8e-38  130.3   0.5   222   363   353   496   348   509 0.89 -
scaffold_5:457386-460043      -            886 8828at71240          -            913    8e-124  413.9  19.8   1   5   3.5e-08   7.8e-07   26.7   0.0   255   345   137   227   118   227 0.93 -
scaffold_5:457386-460043      -            886 8828at71240          -            913    8e-124  413.9  19.8   2   5   7.3e-34   1.6e-32  111.7   0.6   160   368   180   390   177   393 0.95 -
scaffold_5:457386-460043      -            886 8828at71240          -            913    8e-124  413.9  19.8   3   5   1.6e-26   3.5e-25   87.4   0.3   235   364   396   525   393   527 0.98 -
scaffold_5:457386-460043      -            886 8828at71240          -            913    8e-124  413.9  19.8   4   5   7.3e-34   1.6e-32  111.7   0.9   191   357   491   658   490   660 0.97 -
scaffold_5:457386-460043      -            886 8828at71240          -            913    8e-124  413.9  19.8   5   5   6.6e-37   1.5e-35  121.8   0.1   310   505   646   847   646   864 0.92 -
scaffold_24:1950591-1952150   -            520 8828at71240          -            913  5.5e-123  411.1   9.1   1   5   3.5e-24   7.7e-23   79.7   0.0   230   360    59   193    36   196 0.89 -
scaffold_24:1950591-1952150   -            520 8828at71240          -            913  5.5e-123  411.1   9.1   2   5   4.3e-25   9.5e-24   82.7   0.0   233   361   133   264   131   268 0.95 -
scaffold_24:1950591-1952150   -            520 8828at71240          -            913  5.5e-123  411.1   9.1   3   5   3.1e-32   6.8e-31  106.4   0.0   214   365   186   338   184   343 0.96 -
scaffold_24:1950591-1952150   -            520 8828at71240          -            913  5.5e-123  411.1   9.1   4   5   4.3e-28   9.4e-27   92.6   0.0   231   357   274   400   267   402 0.96 -
scaffold_24:1950591-1952150   -            520 8828at71240          -            913  5.5e-123  411.1   9.1   5   5   4.4e-25   9.8e-24   82.6   0.6   224   364   371   512   369   517 0.95 -
scaffold_95:239179-240714     -            512 8828at71240          -            913  2.7e-121  405.5  17.5   1   4   2.1e-36   4.7e-35  120.1   0.4   209   366    12   170     1   174 0.92 -
scaffold_95:239179-240714     -            512 8828at71240          -            913  2.7e-121  405.5  17.5   2   4   2.6e-39   5.7e-38  129.8   0.4   233   359   177   303   167   304 0.95 -
scaffold_95:239179-240714     -            512 8828at71240          -            913  2.7e-121  405.5  17.5   3   4   2.6e-33   5.8e-32  109.9   0.1   245   357   294   406   294   407 0.98 -
scaffold_95:239179-240714     -            512 8828at71240          -            913  2.7e-121  405.5  17.5   4   4   3.9e-22   8.7e-21   72.9   2.6   239   351   393   508   392   512 0.94 -
scaffold_7:12070297-12069290  -            336 8828at71240          -            913    5e-121  404.6  23.4   1   5   4.3e-16   9.5e-15   52.9   0.0   248   360     1   115     1   119 0.94 -
scaffold_7:12070297-12069290  -            336 8828at71240          -            913    5e-121  404.6  23.4   2   5   9.3e-30     2e-28   98.1   2.6   232   357    55   183    54   184 0.93 -
scaffold_7:12070297-12069290  -            336 8828at71240          -            913    5e-121  404.6  23.4   3   5   6.4e-28   1.4e-26   92.1   1.0   255   369   116   230   112   231 0.96 -
scaffold_7:12070297-12069290  -            336 8828at71240          -            913    5e-121  404.6  23.4   4   5   5.1e-31   1.1e-29  102.3   0.2   247   352   178   283   177   284 0.99 -
scaffold_7:12070297-12069290  -            336 8828at71240          -            913    5e-121  404.6  23.4   5   5   1.7e-30   3.7e-29  100.6   0.3   248   366   214   332   213   333 0.98 -
scaffold_4:27623771-27625486  -            572 8828at71240          -            913  1.2e-119  400.0  25.8   1   5   6.7e-18   1.5e-16   58.9   0.0   265   355     2    92     1    94 0.97 -
scaffold_4:27623771-27625486  -            572 8828at71240          -            913  1.2e-119  400.0  25.8   2   5   9.7e-31   2.1e-29  101.4   0.9   232   364    74   206    74   210 0.96 -
scaffold_4:27623771-27625486  -            572 8828at71240          -            913  1.2e-119  400.0  25.8   3   5   1.5e-35   3.3e-34  117.3   4.2   223   367   204   349   199   349 0.95 -
scaffold_4:27623771-27625486  -            572 8828at71240          -            913  1.2e-119  400.0  25.8   4   5     2e-25   4.5e-24   83.8   1.0   245   352   332   439   332   447 0.96 -
scaffold_4:27623771-27625486  -            572 8828at71240          -            913  1.2e-119  400.0  25.8   5   5   7.2e-25   1.6e-23   82.0   0.8   219   335   445   562   439   571 0.93 -
scaffold_7:4100169-4098661    -            503 8828at71240          -            913  2.5e-119  399.0  20.3   1   3   9.1e-34     2e-32  111.4   1.0   202   356     6   162     2   165 0.90 -
scaffold_7:4100169-4098661    -            503 8828at71240          -            913  2.5e-119  399.0  20.3   2   3   5.9e-35   1.3e-33  115.3   0.4   249   366   160   277   158   282 0.96 -
scaffold_7:4100169-4098661    -            503 8828at71240          -            913  2.5e-119  399.0  20.3   3   3   2.2e-55   4.8e-54  183.0   5.6   231   447   282   503   275   503 0.96 -
scaffold_559:11587-12954      -            456 8828at71240          -            913  3.2e-119  398.6  14.2   1   5   6.9e-12   1.5e-10   39.0   0.0   275   357     4    87     1    90 0.86 -
scaffold_559:11587-12954      -            456 8828at71240          -            913  3.2e-119  398.6  14.2   2   5     6e-26   1.3e-24   85.5   0.1   231   351    30   152    22   160 0.86 -
scaffold_559:11587-12954      -            456 8828at71240          -            913  3.2e-119  398.6  14.2   3   5   1.4e-28     3e-27   94.3   0.1   232   360    67   196    63   197 0.95 -
scaffold_559:11587-12954      -            456 8828at71240          -            913  3.2e-119  398.6  14.2   4   5   1.8e-32   3.9e-31  107.1   1.1   224   360   164   301   160   302 0.96 -
scaffold_559:11587-12954      -            456 8828at71240          -            913  3.2e-119  398.6  14.2   5   5   3.8e-33   8.4e-32  109.4   0.0   234   388   280   439   280   454 0.90 -
scaffold_601:17796-19073      -            426 8828at71240          -            913  1.9e-118  396.1   8.6   1   5     5e-30   1.1e-28   99.0   0.0   248   357     1   110     1   110 0.98 -
scaffold_601:17796-19073      -            426 8828at71240          -            913  1.9e-118  396.1   8.6   2   5   2.3e-11     5e-10   37.3   0.0   245   288   103   146   103   146 0.98 -
scaffold_601:17796-19073      -            426 8828at71240          -            913  1.9e-118  396.1   8.6   3   5   3.3e-38   7.2e-37  126.1   0.2   233   355   126   248   125   250 0.98 -
scaffold_601:17796-19073      -            426 8828at71240          -            913  1.9e-118  396.1   8.6   4   5   2.6e-36   5.8e-35  119.8   0.1   239   357   237   355   237   355 0.99 -
scaffold_601:17796-19073      -            426 8828at71240          -            913  1.9e-118  396.1   8.6   5   5   7.7e-14   1.7e-12   45.5   0.1   245   322   348   425   348   426 0.94 -
scaffold_12:12700335-12690407 -            624 8828at71240          -            913  8.9e-117  390.5   7.0   1   5   1.7e-25   3.8e-24   84.0   0.1   233   356     8   131     3   144 0.87 -
scaffold_12:12700335-12690407 -            624 8828at71240          -            913  8.9e-117  390.5   7.0   2   5   1.2e-30   2.7e-29  101.0   0.4   233   357   148   272   137   275 0.96 -
scaffold_12:12700335-12690407 -            624 8828at71240          -            913  8.9e-117  390.5   7.0   3   5   4.9e-32   1.1e-30  105.7   0.2   233   390   253   415   252   425 0.92 -
scaffold_12:12700335-12690407 -            624 8828at71240          -            913  8.9e-117  390.5   7.0   4   5     9e-14     2e-12   45.2   0.0   287   360   427   501   418   504 0.92 -
scaffold_12:12700335-12690407 -            624 8828at71240          -            913  8.9e-117  390.5   7.0   5   5   2.3e-24     5e-23   80.3   0.0   245   374   491   624   491   624 0.94 -
scaffold_4:16942487-16939878  -            870 8828at71240          -            913  1.6e-116  389.7  14.9   1   5   4.9e-17   1.1e-15   56.0   0.0   243   366   129   255   123   259 0.91 -
scaffold_4:16942487-16939878  -            870 8828at71240          -            913  1.6e-116  389.7  14.9   2   5   3.6e-22   7.8e-21   73.0   0.3   244   357   238   351   237   355 0.96 -
scaffold_4:16942487-16939878  -            870 8828at71240          -            913  1.6e-116  389.7  14.9   3   5   1.6e-17   3.5e-16   57.7   0.3   223   331   531   640   526   646 0.85 -
scaffold_4:16942487-16939878  -            870 8828at71240          -            913  1.6e-116  389.7  14.9   4   5   5.4e-22   1.2e-20   72.4   0.0   237   361   657   781   641   787 0.94 -
scaffold_4:16942487-16939878  -            870 8828at71240          -            913  1.6e-116  389.7  14.9   5   5   4.4e-08   9.6e-07   26.4   0.0   267   317   812   862   794   867 0.91 -
scaffold_11:4757638-4755638   -            667 8828at71240          -            913  2.1e-116  389.3  27.0   1   5   2.4e-14   5.3e-13   47.1   0.2   241   351    90   200    79   203 0.95 -
scaffold_11:4757638-4755638   -            667 8828at71240          -            913  2.1e-116  389.3  27.0   2   5   1.3e-19   2.9e-18   64.5   0.3   243   352   197   305   196   310 0.95 -
scaffold_11:4757638-4755638   -            667 8828at71240          -            913  2.1e-116  389.3  27.0   3   5   1.4e-45   3.1e-44  150.5   3.8   160   363   252   456   249   457 0.98 -
scaffold_11:4757638-4755638   -            667 8828at71240          -            913  2.1e-116  389.3  27.0   4   5   1.9e-29   4.2e-28   97.1   0.3   245   365   443   563   443   565 0.98 -
scaffold_11:4757638-4755638   -            667 8828at71240          -            913  2.1e-116  389.3  27.0   5   5     1e-23   2.3e-22   78.1   0.5   245   360   548   663   548   667 0.96 -
scaffold_559:15112-21507      -            645 8828at71240          -            913  3.4e-115  385.3  19.2   1   6     0.027      0.59    7.3   0.0   319   380     2    66     1    70 0.85 -
scaffold_559:15112-21507      -            645 8828at71240          -            913  3.4e-115  385.3  19.2   2   6   4.4e-07   9.7e-06   23.1   0.0   231   295    52   116    44   119 0.85 -
scaffold_559:15112-21507      -            645 8828at71240          -            913  3.4e-115  385.3  19.2   3   6   7.7e-34   1.7e-32  111.6   0.8   646   801    90   256    88   260 0.87 -
scaffold_559:15112-21507      -            645 8828at71240          -            913  3.4e-115  385.3  19.2   4   6   2.4e-22   5.2e-21   73.6   0.8   674   773   262   365   256   370 0.90 -
scaffold_559:15112-21507      -            645 8828at71240          -            913  3.4e-115  385.3  19.2   5   6     5e-32   1.1e-30  105.6   1.1   223   361   362   501   355   505 0.95 -
scaffold_559:15112-21507      -            645 8828at71240          -            913  3.4e-115  385.3  19.2   6   6   3.4e-34   7.6e-33  112.8   0.0   228   383   473   633   471   644 0.92 -
scaffold_1:43218145-43220759  -            844 8828at71240          -            913  3.5e-115  385.3  14.7   1   6   1.1e-15   2.4e-14   51.6   0.0   250   366   135   254   124   255 0.90 -
scaffold_1:43218145-43220759  -            844 8828at71240          -            913  3.5e-115  385.3  14.7   2   6   1.2e-28   2.7e-27   94.4   0.1   233   359   261   387   255   391 0.97 -
scaffold_1:43218145-43220759  -            844 8828at71240          -            913  3.5e-115  385.3  14.7   3   6   3.1e-23   6.8e-22   76.6   0.1   252   382   392   527   386   528 0.91 -
scaffold_1:43218145-43220759  -            844 8828at71240          -            913  3.5e-115  385.3  14.7   4   6   3.1e-31   6.8e-30  103.0   0.5   190   359   504   680   498   686 0.91 -
scaffold_1:43218145-43220759  -            844 8828at71240          -            913  3.5e-115  385.3  14.7   5   6   8.6e-25   1.9e-23   81.7   0.0   225   364   616   755   611   759 0.95 -
scaffold_1:43218145-43220759  -            844 8828at71240          -            913  3.5e-115  385.3  14.7   6   6   5.7e-08   1.3e-06   26.0   0.0   267   317   786   836   765   841 0.91 -
scaffold_11:4762973-4764670   -            566 8828at71240          -            913  9.8e-115  383.8  25.2   1   4   1.5e-27   3.3e-26   90.8   2.3   223   366    21   165     6   169 0.93 -
scaffold_11:4762973-4764670   -            566 8828at71240          -            913  9.8e-115  383.8  25.2   2   4   1.7e-34   3.8e-33  113.8   2.0   232   365   171   304   167   309 0.98 -
scaffold_11:4762973-4764670   -            566 8828at71240          -            913  9.8e-115  383.8  25.2   3   4   1.1e-32   2.4e-31  107.9   1.5   234   365   313   444   306   452 0.97 -
scaffold_11:4762973-4764670   -            566 8828at71240          -            913  9.8e-115  383.8  25.2   4   4   1.3e-25   2.9e-24   84.4   0.3   235   345   454   564   443   566 0.96 -
scaffold_7:4109383-4082193    -            536 8828at71240          -            913  2.8e-114  382.3  26.0   1   5   8.8e-17     2e-15   55.2   0.1   249   358     1   110     1   115 0.98 -
scaffold_7:4109383-4082193    -            536 8828at71240          -            913  2.8e-114  382.3  26.0   2   5   1.3e-05   0.00028   18.3   0.0   325   357   113   145   112   148 0.89 -
scaffold_7:4109383-4082193    -            536 8828at71240          -            913  2.8e-114  382.3  26.0   3   5   9.9e-37   2.2e-35  121.2   3.3   233   364   126   257   125   261 0.98 -
scaffold_7:4109383-4082193    -            536 8828at71240          -            913  2.8e-114  382.3  26.0   4   5   6.2e-38   1.4e-36  125.2   1.3   229   364   262   397   255   398 0.96 -
scaffold_7:4109383-4082193    -            536 8828at71240          -            913  2.8e-114  382.3  26.0   5   5   1.3e-32   2.8e-31  107.6   0.8   233   365   371   503   370   513 0.98 -
scaffold_13:7490201-7491895   -            565 8828at71240          -            913  6.5e-114  381.1  19.5   1   6     0.022      0.48    7.6   0.0   311   353    11    55     4    60 0.71 -
scaffold_13:7490201-7491895   -            565 8828at71240          -            913  6.5e-114  381.1  19.5   2   6   2.3e-19   5.1e-18   63.7   0.0   252   357    62   166    53   170 0.93 -
scaffold_13:7490201-7491895   -            565 8828at71240          -            913  6.5e-114  381.1  19.5   3   6   8.3e-23   1.8e-21   75.1   0.7   215   363   163   311   160   319 0.93 -
scaffold_13:7490201-7491895   -            565 8828at71240          -            913  6.5e-114  381.1  19.5   4   6     1e-21   2.3e-20   71.5   0.3   248   354   266   374   264   377 0.94 -
scaffold_13:7490201-7491895   -            565 8828at71240          -            913  6.5e-114  381.1  19.5   5   6   4.4e-33   9.7e-32  109.1   0.4   225   360   315   450   308   451 0.95 -
scaffold_13:7490201-7491895   -            565 8828at71240          -            913  6.5e-114  381.1  19.5   6   6   1.3e-31   2.9e-30  104.2   0.6   233   364   428   559   422   563 0.97 -
scaffold_360:11130-13391      -            754 8828at71240          -            913  1.7e-111  373.0  28.5   1   7   9.2e-08     2e-06   25.4   2.1   251   360    22   132    13   133 0.91 -
scaffold_360:11130-13391      -            754 8828at71240          -            913  1.7e-111  373.0  28.5   2   7   6.1e-18   1.3e-16   59.0   0.1   248   364   125   241   122   243 0.96 -
scaffold_360:11130-13391      -            754 8828at71240          -            913  1.7e-111  373.0  28.5   3   7   7.3e-24   1.6e-22   78.6   0.3   668   774   239   348   236   352 0.92 -
scaffold_360:11130-13391      -            754 8828at71240          -            913  1.7e-111  373.0  28.5   4   7   8.7e-32   1.9e-30  104.8   0.6   232   362   319   449   319   457 0.97 -
scaffold_360:11130-13391      -            754 8828at71240          -            913  1.7e-111  373.0  28.5   5   7   3.9e-14   8.5e-13   46.5   0.1   302   360   459   517   454   522 0.91 -
scaffold_360:11130-13391      -            754 8828at71240          -            913  1.7e-111  373.0  28.5   6   7   9.1e-22     2e-20   71.7   0.6   257   366   519   629   511   633 0.95 -
scaffold_360:11130-13391      -            754 8828at71240          -            913  1.7e-111  373.0  28.5   7   7   4.5e-10   9.9e-09   33.0   0.1   302   361   635   694   631   713 0.86 -
scaffold_12:10924963-10923476 -            496 8828at71240          -            913  2.5e-111  372.5  24.0   1   5   2.5e-16   5.6e-15   53.7   0.1   269   357     3    91     1    91 0.94 -
scaffold_12:10924963-10923476 -            496 8828at71240          -            913  2.5e-111  372.5  24.0   2   5   6.6e-34   1.5e-32  111.9   0.4   232   352    71   191    62   194 0.95 -
scaffold_12:10924963-10923476 -            496 8828at71240          -            913  2.5e-111  372.5  24.0   3   5   2.8e-35   6.3e-34  116.4   0.7   232   354   176   298   174   300 0.98 -
scaffold_12:10924963-10923476 -            496 8828at71240          -            913  2.5e-111  372.5  24.0   4   5   1.7e-33   3.7e-32  110.5   1.1   239   357   288   406   288   409 0.98 -
scaffold_12:10924963-10923476 -            496 8828at71240          -            913  2.5e-111  372.5  24.0   5   5   6.8e-08   1.5e-06   25.8   0.3   252   342   406   496   403   496 0.93 -
scaffold_7:5645770-5644229    -            514 8828at71240          -            913  4.9e-111  371.5  15.3   1   5   1.7e-19   3.8e-18   64.2   0.0   245   354     1   110     1   113 0.97 -
scaffold_7:5645770-5644229    -            514 8828at71240          -            913  4.9e-111  371.5  15.3   2   5   3.7e-30   8.1e-29   99.5   0.1   242   357   103   218   103   218 0.98 -
scaffold_7:5645770-5644229    -            514 8828at71240          -            913  4.9e-111  371.5  15.3   3   5     2e-32   4.4e-31  107.0   0.2   245   356   211   322   211   323 0.98 -
scaffold_7:5645770-5644229    -            514 8828at71240          -            913  4.9e-111  371.5  15.3   4   5   3.7e-14   8.3e-13   46.5   0.2   232   295   303   366   303   371 0.96 -
scaffold_7:5645770-5644229    -            514 8828at71240          -            913  4.9e-111  371.5  15.3   5   5   3.1e-28   6.9e-27   93.1   0.6   232   365   373   506   371   509 0.98 -
scaffold_10:706993-708492     -            500 8828at71240          -            913  1.3e-109  366.9  14.4   1   4   8.4e-24   1.9e-22   78.4   0.1   243   358    13   128     6   130 0.94 -
scaffold_10:706993-708492     -            500 8828at71240          -            913  1.3e-109  366.9  14.4   2   4   4.8e-29   1.1e-27   95.8   0.1   245   365   120   240   120   245 0.96 -
scaffold_10:706993-708492     -            500 8828at71240          -            913  1.3e-109  366.9  14.4   3   4   8.6e-39   1.9e-37  128.0   3.2   231   374   246   394   232   395 0.92 -
scaffold_10:706993-708492     -            500 8828at71240          -            913  1.3e-109  366.9  14.4   4   4   3.8e-25   8.5e-24   82.9   0.2   232   345   387   500   385   500 0.97 -
scaffold_7:3373972-3372485    -            496 8828at71240          -            913  1.3e-109  366.8  14.1   1   4   1.5e-15   3.3e-14   51.1   0.0   250   358     1   109     1   114 0.97 -
scaffold_7:3373972-3372485    -            496 8828at71240          -            913  1.3e-109  366.8  14.1   2   4   1.5e-25   3.3e-24   84.2   1.6   255   364   112   221   110   224 0.97 -
scaffold_7:3373972-3372485    -            496 8828at71240          -            913  1.3e-109  366.8  14.1   3   4   2.2e-38   4.8e-37  126.7   1.4   228   361   225   358   219   361 0.95 -
scaffold_7:3373972-3372485    -            496 8828at71240          -            913  1.3e-109  366.8  14.1   4   4   2.4e-34   5.3e-33  113.3   0.1   218   358   354   495   350   496 0.96 -
scaffold_560:20218-21471      -            418 8828at71240          -            913  1.1e-108  363.8  22.5   1   4   9.6e-28   2.1e-26   91.5   1.7   238   359     2   124     1   125 0.96 -
scaffold_560:20218-21471      -            418 8828at71240          -            913  1.1e-108  363.8  22.5   2   4   1.3e-27   2.9e-26   91.0   0.6   255   359    55   159    51   165 0.95 -
scaffold_560:20218-21471      -            418 8828at71240          -            913  1.1e-108  363.8  22.5   3   4   8.5e-38   1.9e-36  124.7   1.3   217   357   156   297   154   300 0.95 -
scaffold_560:20218-21471      -            418 8828at71240          -            913  1.1e-108  363.8  22.5   4   4   4.2e-28   9.3e-27   92.7   0.2   247   364   292   409   291   412 0.98 -
scaffold_6:30916611-30914599  -            671 8828at71240          -            913  8.7e-108  360.8   6.3   1   6   1.3e-33   2.8e-32  110.9   0.2   198   360     2   165     1   180 0.96 -
scaffold_6:30916611-30914599  -            671 8828at71240          -            913  8.7e-108  360.8   6.3   2   6   1.1e-18   2.4e-17   61.5   0.0   239   341   184   286   174   289 0.95 -
scaffold_6:30916611-30914599  -            671 8828at71240          -            913  8.7e-108  360.8   6.3   3   6   2.4e-10   5.3e-09   33.9   0.1   304   364   284   344   282   347 0.91 -
scaffold_6:30916611-30914599  -            671 8828at71240          -            913  8.7e-108  360.8   6.3   4   6   2.1e-24   4.7e-23   80.4   0.0   223   354   342   474   341   485 0.92 -
scaffold_6:30916611-30914599  -            671 8828at71240          -            913  8.7e-108  360.8   6.3   5   6   2.5e-17   5.5e-16   57.0   0.0   245   359   494   608   487   609 0.97 -
scaffold_6:30916611-30914599  -            671 8828at71240          -            913  8.7e-108  360.8   6.3   6   6   2.8e-15   6.2e-14   50.2   0.1   225   352   543   671   541   671 0.92 -
scaffold_7:3213113-3211893    -            407 8828at71240          -            913  2.9e-107  359.1  21.1   1   5   6.4e-17   1.4e-15   55.6   0.1   246   358     5   117     2   120 0.97 -
