# BUSCO version is: 5.5.0 
# The lineage dataset is: eudicots_odb10 (Creation date: 2024-01-08, number of genomes: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
41590at71240	Missing
41605at71240	Missing
41635at71240	Complete	Pcitr_chr2:29680616-29676323	29680616	29676323	-	651.9	779	https://v10-1.orthodb.org/?query=41635at71240	K Homology domain, type 1
41693at71240	Complete	Pcitr_chr1:53152317-53140585	53152317	53140585	-	788.9	458	https://v10-1.orthodb.org/?query=41693at71240	AMP-binding, conserved site
41780at71240	Duplicated	Pcitr_chr8:17576382-17578118	17576382	17578118	+	702.7	960	https://v10-1.orthodb.org/?query=41780at71240	Pentatricopeptide repeat
41780at71240	Duplicated	Pcitr_chr8:20303267-20305234	20303267	20305234	+	714.5	1015	https://v10-1.orthodb.org/?query=41780at71240	Pentatricopeptide repeat
41780at71240	Duplicated	Pcitr_chr8:23789374-23791452	23789374	23791452	+	796.3	1224	https://v10-1.orthodb.org/?query=41780at71240	Pentatricopeptide repeat
41780at71240	Duplicated	Pcitr_chr9:30383425-30385536	30383425	30385536	+	707.7	1015	https://v10-1.orthodb.org/?query=41780at71240	Pentatricopeptide repeat
41797at71240	Complete	Pcitr_chr6:37757193-37758737	37757193	37758737	+	766.7	409	https://v10-1.orthodb.org/?query=41797at71240	Transcription termination factor, mitochondrial/chloroplastic
41803at71240	Complete	Pcitr_chr5:3650291-3653706	3650291	3653706	+	595.0	412	https://v10-1.orthodb.org/?query=41803at71240	uncharacterized protein LOC101498220
41819at71240	Complete	Pcitr_chr1:26366235-26360006	26366235	26360006	-	808.9	450	https://v10-1.orthodb.org/?query=41819at71240	Light-mediated development protein DET1
41944at71240	Complete	Pcitr_chr11:11375744-11370566	11375744	11370566	-	721.1	456	https://v10-1.orthodb.org/?query=41944at71240	Tetratricopeptide repeat
41950at71240	Complete	Pcitr_chr7:31691746-31698009	31691746	31698009	+	1001.5	494	https://v10-1.orthodb.org/?query=41950at71240	FAD-binding, type PCMH-like superfamily
41984at71240	Duplicated	Pcitr_chr5:27780282-27777854	27780282	27777854	-	763.5	503	https://v10-1.orthodb.org/?query=41984at71240	Tetratricopeptide repeat
41984at71240	Duplicated	Pcitr_chr5:38169330-38167000	38169330	38167000	-	765.9	513	https://v10-1.orthodb.org/?query=41984at71240	Tetratricopeptide repeat
41984at71240	Duplicated	Pcitr_chr5:38176430-38174100	38176430	38174100	-	765.8	513	https://v10-1.orthodb.org/?query=41984at71240	Tetratricopeptide repeat
42036at71240	Complete	Pcitr_chr10:1093307-1075106	1093307	1075106	-	833.9	413	https://v10-1.orthodb.org/?query=42036at71240	Tocopherol cyclase
42306at71240	Missing
42397at71240	Complete	Pcitr_chr1:32540593-32547924	32540593	32547924	+	1000.0	501	https://v10-1.orthodb.org/?query=42397at71240	Carbohydrate kinase, FGGY, C-terminal
42402at71240	Complete	Pcitr_chr2:16673400-16678749	16673400	16678749	+	803.1	462	https://v10-1.orthodb.org/?query=42402at71240	RNA helicase
42494at71240	Complete	Pcitr_chr8:31697403-31702938	31697403	31702938	+	1309.4	886	https://v10-1.orthodb.org/?query=42494at71240	Pectinesterase
42509at71240	Complete	Pcitr_chr10:31774176-31778812	31774176	31778812	+	990.7	552	https://v10-1.orthodb.org/?query=42509at71240	Mu homology domain
42836at71240	Complete	Pcitr_chr10:16711400-16716151	16711400	16716151	+	864.3	466	https://v10-1.orthodb.org/?query=42836at71240	Dual specificity phosphatase, catalytic domain
42883at71240	Complete	Pcitr_chr4:18809153-18813524	18809153	18813524	+	874.0	518	https://v10-1.orthodb.org/?query=42883at71240	WD40/YVTN repeat-like-containing domain superfamily
43003at71240	Complete	Pcitr_chr10:877192-893308	877192	893308	+	737.2	513	https://v10-1.orthodb.org/?query=43003at71240	Peroxisomal/glyoxysomal leader peptide-processing protease
43005at71240	Complete	Pcitr_chr1:29105161-29122618	29105161	29122618	+	1096.0	542	https://v10-1.orthodb.org/?query=43005at71240	Kelch repeat type 1
43158at71240	Duplicated	Pcitr_chr1:53282846-53289403	53282846	53289403	+	905.8	479	https://v10-1.orthodb.org/?query=43158at71240	Pyridoxal phosphate-dependent transferase
43158at71240	Duplicated	Pcitr_chr5:25101430-25110391	25101430	25110391	+	873.9	481	https://v10-1.orthodb.org/?query=43158at71240	Pyridoxal phosphate-dependent transferase
43180at71240	Complete	Pcitr_chr10:26603043-26610811	26603043	26610811	+	860.5	456	https://v10-1.orthodb.org/?query=43180at71240	Cryptochrome/DNA photolyase, FAD-binding domain
43276at71240	Complete	Pcitr_chr3:9894324-9880876	9894324	9880876	-	576.7	325	https://v10-1.orthodb.org/?query=43276at71240	DNA-(apurinic or apyrimidinic site) lyase
43303at71240	Missing
43387at71240	Missing
43419at71240	Complete	Pcitr_chr5:23588436-23584277	23588436	23584277	-	880.5	586	https://v10-1.orthodb.org/?query=43419at71240	paramyosin
43435at71240	Complete	Pcitr_chr4:30259093-30254674	30259093	30254674	-	769.0	412	https://v10-1.orthodb.org/?query=43435at71240	Iron hydrogenase, large subunit, C-terminal
43504at71240	Complete	Pcitr_chr11:1142591-1140387	1142591	1140387	-	886.2	1061	https://v10-1.orthodb.org/?query=43504at71240	Pentatricopeptide repeat
43552at71240	Complete	Pcitr_chr1:52249356-52251320	52249356	52251320	+	891.3	612	https://v10-1.orthodb.org/?query=43552at71240	Pentatricopeptide repeat
43603at71240	Complete	Pcitr_chr10:14884471-14896033	14884471	14896033	+	905.1	467	https://v10-1.orthodb.org/?query=43603at71240	Lysine--tRNA ligase
43654at71240	Complete	Pcitr_chr3:12966179-12970682	12966179	12970682	+	879.1	681	https://v10-1.orthodb.org/?query=43654at71240	Armadillo-type fold
43702at71240	Complete	Pcitr_chr5:5079609-5084821	5079609	5084821	+	732.8	441	https://v10-1.orthodb.org/?query=43702at71240	Phosphatidylinositol-glycan biosynthesis class S protein
43815at71240	Complete	Pcitr_chr9:4893077-4888206	4893077	4888206	-	569.1	390	https://v10-1.orthodb.org/?query=43815at71240	GTP binding domain
43911at71240	Complete	Pcitr_chr2:15658606-15653479	15658606	15653479	-	929.2	451	https://v10-1.orthodb.org/?query=43911at71240	Conserved oligomeric Golgi complex subunit 8
44038at71240	Complete	Pcitr_chr8:31192823-31198084	31192823	31198084	+	793.8	497	https://v10-1.orthodb.org/?query=44038at71240	XPG N-terminal
44150at71240	Complete	Pcitr_chr9:3750559-3748544	3750559	3748544	-	886.7	535	https://v10-1.orthodb.org/?query=44150at71240	Transmembrane protein
44231at71240	Missing
44232at71240	Complete	Pcitr_chr7:3142069-3138136	3142069	3138136	-	517.2	366	https://v10-1.orthodb.org/?query=44232at71240	N-lysine methyltransferase
44241at71240	Complete	Pcitr_chr2:6131802-6128467	6131802	6128467	-	872.6	518	https://v10-1.orthodb.org/?query=44241at71240	Transmembrane 9 superfamily member
44361at71240	Complete	Pcitr_chr11:7274515-7281691	7274515	7281691	+	1003.1	648	https://v10-1.orthodb.org/?query=44361at71240	Nucleolar complex-associated protein 3
44395at71240	Complete	Pcitr_chr11:10033393-10041131	10033393	10041131	+	971.6	457	https://v10-1.orthodb.org/?query=44395at71240	Proline-tRNA ligase, class IIa
44446at71240	Complete	Pcitr_chr4:31510823-31507238	31510823	31507238	-	881.0	538	https://v10-1.orthodb.org/?query=44446at71240	U3 small nucleolar RNA-associated protein 6
44596at71240	Duplicated	Pcitr_chr5:1860743-1857005	1860743	1857005	-	644.1	466	https://v10-1.orthodb.org/?query=44596at71240	Protein of unknown function DUF936, plant
44596at71240	Duplicated	Pcitr_chr5:35653383-35657616	35653383	35657616	+	666.6	487	https://v10-1.orthodb.org/?query=44596at71240	Protein of unknown function DUF936, plant
44616at71240	Complete	Pcitr_chr11:5707295-5688903	5707295	5688903	-	740.2	375	https://v10-1.orthodb.org/?query=44616at71240	Peptidogalycan biosysnthesis/recognition
44670at71240	Complete	Pcitr_chr3:14032226-14028575	14032226	14028575	-	797.1	447	https://v10-1.orthodb.org/?query=44670at71240	NAD(P)-binding domain
44841at71240	Missing
44897at71240	Complete	Pcitr_chr8:36751645-36748071	36751645	36748071	-	795.2	590	https://v10-1.orthodb.org/?query=44897at71240	PUB domain
44990at71240	Complete	Pcitr_chr9:15477588-15472617	15477588	15472617	-	658.4	442	https://v10-1.orthodb.org/?query=44990at71240	P-loop containing nucleoside triphosphate hydrolase
45115at71240	Complete	Pcitr_chr1:37275886-37271633	37275886	37271633	-	856.1	429	https://v10-1.orthodb.org/?query=45115at71240	Enolase
45155at71240	Duplicated	Pcitr_chr4:8822988-8820477	8822988	8820477	-	654.8	397	https://v10-1.orthodb.org/?query=45155at71240	Glycosyltransferase 61
45155at71240	Duplicated	Pcitr_chr7:11320231-11324168	11320231	11324168	+	677.3	401	https://v10-1.orthodb.org/?query=45155at71240	Glycosyltransferase 61
45170at71240	Complete	Pcitr_chr5:4667526-4672970	4667526	4672970	+	817.5	450	https://v10-1.orthodb.org/?query=45170at71240	WD40-repeat-containing domain
45216at71240	Duplicated	Pcitr_chr6:4257236-4263664	4257236	4263664	+	844.9	487	https://v10-1.orthodb.org/?query=45216at71240	uncharacterized protein LOC101502623
45216at71240	Duplicated	Pcitr_chr9:19831789-19834029	19831789	19834029	+	727.2	432	https://v10-1.orthodb.org/?query=45216at71240	uncharacterized protein LOC101502623
45586at71240	Complete	Pcitr_chr2:9565003-9556947	9565003	9556947	-	857.5	446	https://v10-1.orthodb.org/?query=45586at71240	RNA (C5-cytosine) methyltransferase
45587at71240	Complete	Pcitr_chr8:26339492-26341075	26339492	26341075	+	663.0	407	https://v10-1.orthodb.org/?query=45587at71240	uncharacterized protein LOC108996189
45696at71240	Duplicated	Pcitr_chr6:21820928-21824556	21820928	21824556	+	841.0	426	https://v10-1.orthodb.org/?query=45696at71240	Argininosuccinate lyase
45696at71240	Duplicated	Pcitr_chr6:21839464-21843020	21839464	21843020	+	839.5	426	https://v10-1.orthodb.org/?query=45696at71240	Argininosuccinate lyase
45747at71240	Complete	Pcitr_chr8:13571242-13567219	13571242	13567219	-	799.6	481	https://v10-1.orthodb.org/?query=45747at71240	TCF25/Rqc1
45877at71240	Complete	Pcitr_chr1:20967015-20970406	20967015	20970406	+	1148.3	631	https://v10-1.orthodb.org/?query=45877at71240	WD40 repeat
45913at71240	Complete	Pcitr_chr6:27042107-27030446	27042107	27030446	-	673.8	417	https://v10-1.orthodb.org/?query=45913at71240	SET domain
45959at71240	Complete	Pcitr_chr5:26282891-26287607	26282891	26287607	+	714.9	396	https://v10-1.orthodb.org/?query=45959at71240	Isopenicillin N synthase-like
46047at71240	Complete	Pcitr_chr8:15015752-15021183	15015752	15021183	+	862.3	426	https://v10-1.orthodb.org/?query=46047at71240	Atg6/beclin, coiled-coil domain
46096at71240	Duplicated	Pcitr_chr10:31884179-31882365	31884179	31882365	-	439.2	592	https://v10-1.orthodb.org/?query=46096at71240	Pentatricopeptide repeat
46096at71240	Duplicated	Pcitr_chr9:30757697-30759247	30757697	30759247	+	412.9	574	https://v10-1.orthodb.org/?query=46096at71240	Pentatricopeptide repeat
46096at71240	Duplicated	Pcitr_chr9:33654273-33652831	33654273	33652831	-	414.2	551	https://v10-1.orthodb.org/?query=46096at71240	Pentatricopeptide repeat
46188at71240	Complete	Pcitr_chr4:39077107-39083027	39077107	39083027	+	759.8	461	https://v10-1.orthodb.org/?query=46188at71240	Importin subunit alpha
46263at71240	Complete	Pcitr_chr3:28029907-28041080	28029907	28041080	+	625.9	668	https://v10-1.orthodb.org/?query=46263at71240	Myosin-2 heavy chain-like protein
46384at71240	Complete	Pcitr_chr9:32538345-32558113	32538345	32558113	+	796.4	398	https://v10-1.orthodb.org/?query=46384at71240	Homogentisate 1,2-dioxygenase
46397at71240	Complete	Pcitr_chr3:18892328-18893737	18892328	18893737	+	685.7	371	https://v10-1.orthodb.org/?query=46397at71240	Glycosyl transferase, family 1
46558at71240	Complete	Pcitr_chr6:3253913-3206007	3253913	3206007	-	787.5	462	https://v10-1.orthodb.org/?query=46558at71240	Ferroporti-1
46667at71240	Complete	Pcitr_chr3:23979828-23973665	23979828	23973665	-	687.9	465	https://v10-1.orthodb.org/?query=46667at71240	Mini-chromosome maintenance complex-binding protein
46693at71240	Duplicated	Pcitr_chr5:37256077-37252358	37256077	37252358	-	808.1	485	https://v10-1.orthodb.org/?query=46693at71240	GPI transamidase component PIG-T
46693at71240	Duplicated	Pcitr_chr5:5100649-5087106	5100649	5087106	-	798.1	517	https://v10-1.orthodb.org/?query=46693at71240	GPI transamidase component PIG-T
46711at71240	Complete	Pcitr_chr11:20218886-20212691	20218886	20212691	-	682.6	451	https://v10-1.orthodb.org/?query=46711at71240	Chloride channel protein
46870at71240	Complete	Pcitr_chr4:7321775-7325188	7321775	7325188	+	851.7	459	https://v10-1.orthodb.org/?query=46870at71240	C-type lectin-like
46876at71240	Complete	Pcitr_chr6:319325-311542	319325	311542	-	741.3	385	https://v10-1.orthodb.org/?query=46876at71240	GDP-fucose protein O-fucosyltransferase
46995at71240	Complete	Pcitr_chr7:26325085-26342260	26325085	26342260	+	721.1	443	https://v10-1.orthodb.org/?query=46995at71240	Diacylglycerol kinase, catalytic domain
47032at71240	Complete	Pcitr_chr5:12339495-12343902	12339495	12343902	+	842.0	414	https://v10-1.orthodb.org/?query=47032at71240	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
47105at71240	Complete	Pcitr_chr6:8560176-8554340	8560176	8554340	-	928.3	490	https://v10-1.orthodb.org/?query=47105at71240	FAD/NAD(P)-binding domain superfamily
47260at71240	Duplicated	Pcitr_chr10:30186823-30190015	30186823	30190015	+	691.2	392	https://v10-1.orthodb.org/?query=47260at71240	Histidine phosphatase superfamily
47260at71240	Duplicated	Pcitr_chr10:30201228-30204409	30201228	30204409	+	690.5	390	https://v10-1.orthodb.org/?query=47260at71240	Histidine phosphatase superfamily
47298at71240	Complete	Pcitr_chr3:6919817-6914746	6919817	6914746	-	781.3	443	https://v10-1.orthodb.org/?query=47298at71240	Signal recognition particle, SRP54 subunit, GTPase domain
47314at71240	Complete	Pcitr_Contig17:166475-118714	166475	118714	-	815.8	493	https://v10-1.orthodb.org/?query=47314at71240	Nuclear control of ATP synthase 2
47403at71240	Complete	Pcitr_chr6:14757120-14753988	14757120	14753988	-	899.5	445	https://v10-1.orthodb.org/?query=47403at71240	ResB-like domain
47424at71240	Fragmented	Pcitr_chr1:50907605-50901088	50907605	50901088	-	517.8	336	https://v10-1.orthodb.org/?query=47424at71240	Leucine-rich repeat
47485at71240	Complete	Pcitr_chr7:34867779-34870391	34867779	34870391	+	716.7	1002	https://v10-1.orthodb.org/?query=47485at71240	Pentatricopeptide repeat
47646at71240	Missing
47962at71240	Complete	Pcitr_chr4:34281903-34284248	34281903	34284248	+	764.6	624	https://v10-1.orthodb.org/?query=47962at71240	Pentatricopeptide repeat
47967at71240	Missing
47983at71240	Duplicated	Pcitr_chr10:27375518-27370172	27375518	27370172	-	764.8	424	https://v10-1.orthodb.org/?query=47983at71240	Enolase
47983at71240	Duplicated	Pcitr_chr2:10173290-10189650	10173290	10189650	+	785.1	424	https://v10-1.orthodb.org/?query=47983at71240	Enolase
47990at71240	Duplicated	Pcitr_chr10:12969692-12971648	12969692	12971648	+	817.0	411	https://v10-1.orthodb.org/?query=47990at71240	F-box domain
47990at71240	Duplicated	Pcitr_chr4:35674071-35676025	35674071	35676025	+	814.9	411	https://v10-1.orthodb.org/?query=47990at71240	F-box domain
48021at71240	Complete	Pcitr_chr3:15715012-15713192	15715012	15713192	-	494.1	370	https://v10-1.orthodb.org/?query=48021at71240	DnaJ domain
48049at71240	Duplicated	Pcitr_chr9:33892370-33846174	33892370	33846174	-	700.4	384	https://v10-1.orthodb.org/?query=48049at71240	Rab3-GAP regulatory subunit
48049at71240	Duplicated	Pcitr_chr9:34061772-34057321	34061772	34057321	-	696.6	384	https://v10-1.orthodb.org/?query=48049at71240	Rab3-GAP regulatory subunit
48059at71240	Complete	Pcitr_chr3:12406498-12407898	12406498	12407898	+	780.4	430	https://v10-1.orthodb.org/?query=48059at71240	Leucine-rich repeat
48076at71240	Complete	Pcitr_chr8:28534705-28538316	28534705	28538316	+	792.2	411	https://v10-1.orthodb.org/?query=48076at71240	Protein of unknown function DUF616
48163at71240	Complete	Pcitr_chr8:31692307-31696654	31692307	31696654	+	860.5	566	https://v10-1.orthodb.org/?query=48163at71240	Leucine-rich repeat
48277at71240	Complete	Pcitr_chr3:5567973-5566291	5567973	5566291	-	938.4	472	https://v10-1.orthodb.org/?query=48277at71240	Purine-cytosine permease
48316at71240	Duplicated	Pcitr_chr10:31266918-31262993	31266918	31262993	-	834.6	400	https://v10-1.orthodb.org/?query=48316at71240	Glycosyl transferase family 29
48316at71240	Duplicated	Pcitr_chr2:4184832-4181091	4184832	4181091	-	810.2	399	https://v10-1.orthodb.org/?query=48316at71240	Glycosyl transferase family 29
48330at71240	Complete	Pcitr_chr3:19242717-19235240	19242717	19235240	-	693.4	363	https://v10-1.orthodb.org/?query=48330at71240	Kelch repeat type 1
48367at71240	Missing
48431at71240	Complete	Pcitr_chr10:13461822-13456835	13461822	13456835	-	1010.4	538	https://v10-1.orthodb.org/?query=48431at71240	Nucleolar complex protein 2
48459at71240	Complete	Pcitr_chr8:18958333-18954949	18958333	18954949	-	768.0	362	https://v10-1.orthodb.org/?query=48459at71240	VDE lipocalin domain
48585at71240	Complete	Pcitr_chr9:64617-21361	64617	21361	-	453.8	301	https://v10-1.orthodb.org/?query=48585at71240	Zinc finger, CCCH-type
48591at71240	Complete	Pcitr_chr5:8629997-8635709	8629997	8635709	+	514.8	408	https://v10-1.orthodb.org/?query=48591at71240	Protein kinase domain
48628at71240	Duplicated	Pcitr_chr11:5418132-5422543	5418132	5422543	+	1001.2	489	https://v10-1.orthodb.org/?query=48628at71240	Amine oxidase
48628at71240	Duplicated	Pcitr_chr11:5434539-5430127	5434539	5430127	-	1001.2	489	https://v10-1.orthodb.org/?query=48628at71240	Amine oxidase
48817at71240	Complete	Pcitr_chr5:35563721-35573310	35563721	35573310	+	920.3	442	https://v10-1.orthodb.org/?query=48817at71240	MIP18 family-like
48937at71240	Missing
48980at71240	Complete	Pcitr_chr9:7812767-7810830	7812767	7810830	-	850.0	559	https://v10-1.orthodb.org/?query=48980at71240	Pentatricopeptide repeat
49152at71240	Complete	Pcitr_chr1:34585460-34591222	34585460	34591222	+	600.2	377	https://v10-1.orthodb.org/?query=49152at71240	Rubisco LSMT, substrate-binding domain
49259at71240	Complete	Pcitr_chr10:21486014-21479602	21486014	21479602	-	765.2	436	https://v10-1.orthodb.org/?query=49259at71240	Peptidase M24
49327at71240	Complete	Pcitr_chr5:39614017-39623005	39614017	39623005	+	645.0	411	https://v10-1.orthodb.org/?query=49327at71240	SecY/SEC61-alpha family
49475at71240	Complete	Pcitr_chr1:32355115-32361555	32355115	32361555	+	874.0	411	https://v10-1.orthodb.org/?query=49475at71240	Xylose isomerase
49480at71240	Complete	Pcitr_chr6:2393305-2395188	2393305	2395188	+	792.6	396	https://v10-1.orthodb.org/?query=49480at71240	Pentatricopeptide repeat
49526at71240	Complete	Pcitr_chr7:8220123-8168576	8220123	8168576	-	822.4	478	https://v10-1.orthodb.org/?query=49526at71240	AP-5 complex subunit zeta-1
49562at71240	Duplicated	Pcitr_Contig24:3650606-3657363	3650606	3657363	+	530.3	390	https://v10-1.orthodb.org/?query=49562at71240	S-acyltransferase
49562at71240	Duplicated	Pcitr_chr11:13871301-13865616	13871301	13865616	-	618.6	452	https://v10-1.orthodb.org/?query=49562at71240	S-acyltransferase
49613at71240	Complete	Pcitr_chr5:32535576-32533629	32535576	32533629	-	666.4	363	https://v10-1.orthodb.org/?query=49613at71240	Radical SAM
49724at71240	Fragmented	Pcitr_chr4:26636234-26745578	26636234	26745578	+	487.3	233	https://v10-1.orthodb.org/?query=49724at71240	WD40/YVTN repeat-like-containing domain superfamily
49731at71240	Complete	Pcitr_chr2:42829501-42836399	42829501	42836399	+	758.5	380	https://v10-1.orthodb.org/?query=49731at71240	Ornithine aminotransferase
49772at71240	Complete	Pcitr_chr7:935981-941204	935981	941204	+	795.2	437	https://v10-1.orthodb.org/?query=49772at71240	WD40 repeat
49837at71240	Missing
49890at71240	Complete	Pcitr_chr8:30250076-30254626	30250076	30254626	+	711.3	409	https://v10-1.orthodb.org/?query=49890at71240	FAD/NAD(P)-binding domain
49990at71240	Complete	Pcitr_chr9:30172911-30168774	30172911	30168774	-	841.9	434	https://v10-1.orthodb.org/?query=49990at71240	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
50002at71240	Missing
50041at71240	Duplicated	Pcitr_chr11:10187929-10186163	10187929	10186163	-	792.7	536	https://v10-1.orthodb.org/?query=50041at71240	Pentatricopeptide repeat
50041at71240	Duplicated	Pcitr_chr5:13503962-13502214	13503962	13502214	-	782.9	525	https://v10-1.orthodb.org/?query=50041at71240	Pentatricopeptide repeat
50114at71240	Complete	Pcitr_chr10:23545860-23562225	23545860	23562225	+	660.1	353	https://v10-1.orthodb.org/?query=50114at71240	Methyltransferase small domain
50117at71240	Missing
50134at71240	Complete	Pcitr_chr6:16405158-16408952	16405158	16408952	+	703.0	453	https://v10-1.orthodb.org/?query=50134at71240	TLDc domain
50272at71240	Complete	Pcitr_chr1:10693382-10683216	10693382	10683216	-	835.8	477	https://v10-1.orthodb.org/?query=50272at71240	Tetratricopeptide repeat
50334at71240	Duplicated	Pcitr_chr11:13759841-13757764	13759841	13757764	-	652.8	414	https://v10-1.orthodb.org/?query=50334at71240	3-beta hydroxysteroid dehydrogenase/isomerase
50334at71240	Duplicated	Pcitr_chr6:14879245-14875448	14879245	14875448	-	747.7	420	https://v10-1.orthodb.org/?query=50334at71240	3-beta hydroxysteroid dehydrogenase/isomerase
50420at71240	Complete	Pcitr_chr6:10896211-10901337	10896211	10901337	+	862.5	499	https://v10-1.orthodb.org/?query=50420at71240	Metal-dependent hydrolase
50477at71240	Complete	Pcitr_chr10:21155158-21152040	21155158	21152040	-	898.9	565	https://v10-1.orthodb.org/?query=50477at71240	RNA-binding, CRM domain
50524at71240	Missing
50574at71240	Complete	Pcitr_chr10:11438394-11463709	11438394	11463709	+	956.2	470	https://v10-1.orthodb.org/?query=50574at71240	GTP binding domain
50691at71240	Duplicated	Pcitr_chr1:50885167-50889104	50885167	50889104	+	693.7	414	https://v10-1.orthodb.org/?query=50691at71240	Helicase, C-terminal
50691at71240	Duplicated	Pcitr_chr5:21717917-21713396	21717917	21713396	-	679.2	409	https://v10-1.orthodb.org/?query=50691at71240	Helicase, C-terminal
50744at71240	Missing
50768at71240	Complete	Pcitr_chr10:14098165-14094038	14098165	14094038	-	643.9	392	https://v10-1.orthodb.org/?query=50768at71240	GPI mannosyltransferase 2
50811at71240	Complete	Pcitr_chr6:14749355-14744929	14749355	14744929	-	556.9	461	https://v10-1.orthodb.org/?query=50811at71240	NAD(P)-binding domain
51117at71240	Duplicated	Pcitr_chr10:21735910-21734463	21735910	21734463	-	543.1	370	https://v10-1.orthodb.org/?query=51117at71240	Exostosin, GT47 domain
51117at71240	Duplicated	Pcitr_chr2:20551660-20550330	20551660	20550330	-	535.4	368	https://v10-1.orthodb.org/?query=51117at71240	Exostosin, GT47 domain
51117at71240	Duplicated	Pcitr_chr2:20591066-20592395	20591066	20592395	+	539.6	368	https://v10-1.orthodb.org/?query=51117at71240	Exostosin, GT47 domain
51117at71240	Duplicated	Pcitr_chr3:5787600-5789096	5787600	5789096	+	559.1	361	https://v10-1.orthodb.org/?query=51117at71240	Exostosin, GT47 domain
51117at71240	Duplicated	Pcitr_chr4:37837166-37838839	37837166	37838839	+	550.9	361	https://v10-1.orthodb.org/?query=51117at71240	Exostosin, GT47 domain
51117at71240	Duplicated	Pcitr_chr8:28908357-28909541	28908357	28909541	+	626.8	336	https://v10-1.orthodb.org/?query=51117at71240	Exostosin, GT47 domain
51218at71240	Complete	Pcitr_chr8:34308700-34301180	34308700	34301180	-	438.7	340	https://v10-1.orthodb.org/?query=51218at71240	golgin candidate 2
51229at71240	Duplicated	Pcitr_chr11:11391834-11385432	11391834	11385432	-	766.7	472	https://v10-1.orthodb.org/?query=51229at71240	K Homology domain, type 1
51229at71240	Duplicated	Pcitr_chr1:17153430-17157735	17153430	17157735	+	708.7	462	https://v10-1.orthodb.org/?query=51229at71240	K Homology domain, type 1
51354at71240	Complete	Pcitr_chr1:38523766-38527301	38523766	38527301	+	726.6	397	https://v10-1.orthodb.org/?query=51354at71240	Cytochrome P450
51377at71240	Complete	Pcitr_Contig24:5792515-5809632	5792515	5809632	+	776.4	438	https://v10-1.orthodb.org/?query=51377at71240	Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
51378at71240	Complete	Pcitr_chr6:15573190-15578012	15573190	15578012	+	597.8	452	https://v10-1.orthodb.org/?query=51378at71240	Pseudouridine synthase, catalytic domain superfamily
51434at71240	Complete	Pcitr_chr8:17149741-17137529	17149741	17137529	-	719.2	452	https://v10-1.orthodb.org/?query=51434at71240	SET domain
51868at71240	Complete	Pcitr_chr11:2732570-2736940	2732570	2736940	+	619.0	369	https://v10-1.orthodb.org/?query=51868at71240	Mitochondrial substrate/solute carrier
51956at71240	Complete	Pcitr_chr8:36894630-36890285	36894630	36890285	-	778.3	454	https://v10-1.orthodb.org/?query=51956at71240	P-loop containing nucleoside triphosphate hydrolase
52297at71240	Complete	Pcitr_chr2:3348881-3355242	3348881	3355242	+	643.4	406	https://v10-1.orthodb.org/?query=52297at71240	Protoporphyrinogen oxidase
52312at71240	Complete	Pcitr_chr5:34561658-34564561	34561658	34564561	+	762.4	429	https://v10-1.orthodb.org/?query=52312at71240	tRNA A64-2'-O-ribosylphosphate transferase
52450at71240	Duplicated	Pcitr_Contig118:21576-24396	21576	24396	+	856.3	482	https://v10-1.orthodb.org/?query=52450at71240	Ubiquitin fusion degradation protein Ufd1-like
52450at71240	Duplicated	Pcitr_chr8:36521476-36518667	36521476	36518667	-	858.2	482	https://v10-1.orthodb.org/?query=52450at71240	Ubiquitin fusion degradation protein Ufd1-like
52538at71240	Missing
52553at71240	Complete	Pcitr_chr3:9128522-9133110	9128522	9133110	+	766.9	394	https://v10-1.orthodb.org/?query=52553at71240	PDZ domain
52681at71240	Complete	Pcitr_chr2:43048939-43043016	43048939	43043016	-	716.1	417	https://v10-1.orthodb.org/?query=52681at71240	Helicase, C-terminal
52721at71240	Complete	Pcitr_chr8:29092746-29087137	29092746	29087137	-	537.5	423	https://v10-1.orthodb.org/?query=52721at71240	YAP-binding/ALF4/Glomulin
52731at71240	Complete	Pcitr_chr5:3838725-3816698	3838725	3816698	-	650.7	402	https://v10-1.orthodb.org/?query=52731at71240	Ankyrin repeat-containing domain
52880at71240	Complete	Pcitr_chr3:15643446-15649282	15643446	15649282	+	408.6	352	https://v10-1.orthodb.org/?query=52880at71240	uncharacterized protein LOC107789803
52900at71240	Complete	Pcitr_chr6:13659268-13652751	13659268	13652751	-	471.6	358	https://v10-1.orthodb.org/?query=52900at71240	Rubisco LSMT, substrate-binding domain
52915at71240	Complete	Pcitr_chr1:28354407-28349151	28354407	28349151	-	602.5	358	https://v10-1.orthodb.org/?query=52915at71240	JmjC domain
53046at71240	Complete	Pcitr_chr8:9863345-9865259	9863345	9865259	+	896.6	420	https://v10-1.orthodb.org/?query=53046at71240	Tryptophan synthase, beta chain
53084at71240	Missing
53096at71240	Complete	Pcitr_chr8:33891955-33893589	33891955	33893589	+	691.4	438	https://v10-1.orthodb.org/?query=53096at71240	Pentatricopeptide repeat
